time,theta1,omega1,theta2,omega2,lensX,lensY
70.74,-4.58822,-4.58822,-4.83721,-4.83721,6.66479,0.176061
70.75,-4.14325,-4.14325,-4.66893,-4.66893,6.23115,0.371711
70.76,-3.69362,-3.69362,-4.41726,-4.41726,5.73526,0.511689
70.77,-3.25553,-3.25553,-4.07301,-4.07301,5.18206,0.57805
70.78,-2.83889,-2.83889,-3.63408,-3.63408,4.57709,0.562285
70.79,-2.44656,-2.44656,-3.10617,-3.10617,3.92638,0.466416
70.8,-2.07444,-2.07444,-2.50257,-2.50257,3.23644,0.302734
70.81,-1.71257,-1.71257,-1.84299,-1.84299,2.51416,0.0922238
70.82,-1.34696,-1.34696,-1.15162,-1.15162,1.76676,-0.138126
70.83,-0.962014,-0.962014,-0.454618,-0.454618,1.00171,-0.358783
70.84,-0.543134,-0.543134,0.222602,0.222602,0.22665,-0.541457
70.85,-0.0792347,-0.0792347,0.858005,0.858005,-0.550674,-0.662729
70.86,0.435186,0.435186,1.43511,1.43511,-1.3225,-0.70705
70.87,0.998693,0.998693,1.94443,1.94443,-2.0811,-0.668739
70.88,1.60245,1.60245,2.3841,2.3841,-2.81892,-0.552707
70.89,2.23074,2.23074,2.75941,2.75941,-3.52857,-0.37383
70.9,2.86231,2.86231,3.08157,3.08157,-4.20296,-0.155042
70.91,3.47258,3.47258,3.36565,3.36565,-4.83536,0.0756087
70.92,4.03616,4.03616,3.62809,3.62809,-5.41944,0.28855
70.93,4.52963,4.52963,3.88406,3.88406,-5.94938,0.456481
70.94,4.93401,4.93401,4.14506,4.14506,-6.41987,0.557873
70.95,5.23679,5.23679,4.41693,4.41693,-6.82622,0.579726
70.96,5.43312,5.43312,4.69881,4.69881,-7.16436,0.519239
70.97,5.5261,5.5261,4.9828,4.9828,-7.43091,0.384167
70.98,5.52607,5.52607,5.25479,5.25479,-7.62322,0.191826
70.99,5.44913,5.44913,5.49598,5.49598,-7.73936,-0.0331238
71,5.31485,5.31485,5.68515,5.68515,-7.77817,-0.261843
71.01,5.14368,5.14368,5.8013,5.8013,-7.73927,-0.465007
71.02,4.95432,4.95432,5.82628,5.82628,-7.62304,-0.616571
71.03,4.76133,4.76133,5.74718,5.74718,-7.43064,-0.697102
71.04,4.57337,4.57337,5.55805,5.55805,-7.16399,-0.696275
71.05,4.39224,4.39224,5.26085,5.26085,-6.82577,-0.614198
71.06,4.21291,4.21291,4.86541,4.86541,-6.41934,-0.461392
71.07,4.02437,4.02437,4.38846,4.38846,-5.94877,-0.257449
71.08,3.81149,3.81149,3.85181,3.85181,-5.41877,-0.0285142
71.09,3.55723,3.55723,3.27996,3.27996,-4.83462,0.19606
71.1,3.24538,3.24538,2.69739,2.69739,-4.20217,0.387483
71.11,2.86304,2.86304,2.12593,2.12593,-3.52773,0.521212
71.12,2.40285,2.40285,1.58246,1.58246,-2.81804,0.580102
71.13,1.8645,1.8645,1.07735,1.07735,-2.0802,0.556605
71.14,1.25533,1.25533,0.613656,0.613656,-1.32157,0.453731
71.15,0.590016,0.590016,0.187432,0.187432,-0.549739,0.28467
71.16,-0.110656,-0.110656,-0.211202,-0.211202,0.227588,0.0710972
71.17,-0.821832,-0.821832,-0.596115,-0.596115,1.00264,-0.159607
71.18,-1.51712,-1.51712,-0.982745,-0.982745,1.76767,-0.377863
71.19,-2.17134,-2.17134,-1.38547,-1.38547,2.51505,-0.555691
71.2,-2.76308,-2.76308,-1.81514,-1.81514,3.23729,-0.670292
71.21,-3.27685,-3.27685,-2.27703,-2.27703,3.92719,-0.706973
71.22,-3.70444,-3.70444,-2.7696,-2.7696,4.57784,-0.661031
71.23,-4.04544,-4.04544,-3.28409,-3.28409,5.18276,-0.538356
71.24,-4.30668,-4.30668,-3.8051,-3.8051,5.73589,-0.354676
71.25,-4.50092,-4.50092,-4.31206,-4.31206,6.23172,-0.133541
71.26,-4.64468,-4.64468,-4.78144,-4.78144,6.66527,0.0967
71.27,-4.75579,-4.75579,-5.18929,-5.18929,7.03223,0.306527
71.28,-4.85067,-4.85067,-5.514,-5.514,7.32893,0.46904
71.29,-4.94196,-4.94196,-5.73874,-5.73874,7.55239,0.563404
71.3,-5.03664,-5.03664,-5.85337,-5.85337,7.7004,0.577519
71.31,-5.13493,-5.13493,-5.85558,-5.85558,7.77147,0.509578
71.32,-5.23018,-5.23018,-5.75102,-5.75102,7.76488,0.368289
71.33,-5.30963,-5.30963,-5.55254,-5.55254,7.68072,0.171768
71.34,-5.35605,-5.35605,-5.27856,-5.27856,7.51981,-0.0547908
71.35,-5.35004,-5.35004,-4.95075,-4.95075,7.28376,-0.282341
71.36,-5.27264,-5.27264,-4.59141,-4.59141,6.97494,-0.481708
71.37,-5.10797,-5.10797,-4.22078,-4.22078,6.59642,-0.627334
71.38,-4.84548,-4.84548,-3.85476,-3.85476,6.152,-0.700547
71.39,-4.48169,-4.48169,-3.50311,-3.50311,5.64611,-0.691961
71.4,-4.02095,-4.02095,-3.16863,-3.16863,5.0838,-0.602677
71.41,-3.47532,-3.47532,-2.8472,-2.8472,4.4707,-0.444142
71.42,-2.8635,-2.8635,-2.52879,-2.52879,3.81293,-0.23668
71.43,-2.20896,-2.20896,-2.19922,-2.19922,3.11706,-0.00689073
71.44,-1.53745,-1.53745,-1.84259,-1.84259,2.39004,0.215766
71.45,-0.874269,-0.874269,-1.44384,-1.44384,1.63915,0.402745
71.46,-0.24169,-0.24169,-0.991328,-0.991328,0.871876,0.530074
71.47,0.343326,0.343326,-0.478938,-0.478938,0.0958923,0.581428
71.48,0.870642,0.870642,0.0925078,0.0925078,-0.68105,0.550224
71.49,1.3376,1.3376,0.714691,0.714691,-1.45119,0.440461
71.5,1.7487,1.7487,1.37222,1.37222,-2.20682,0.266213
71.51,2.11441,2.11441,2.04396,2.04396,-2.94041,0.0498195
71.52,2.44916,2.44916,2.7051,2.7051,-3.64462,-0.180977
71.53,2.76891,2.76891,3.32976,3.32976,-4.31241,-0.396587
71.54,3.08846,3.08846,3.89367,3.89367,-4.93711,-0.569368
71.55,3.41909,3.41909,4.37675,4.37675,-5.51249,-0.677168
71.56,3.76649,3.76649,4.76516,4.76516,-6.03278,-0.706166
71.57,4.12961,4.12961,5.05259,5.05259,-6.4928,-0.652645
71.58,4.50036,4.50036,5.24066,5.24066,-6.88794,-0.523467
71.59,4.86424,4.86424,5.33827,5.33827,-7.21426,-0.335192
71.6,5.20186,5.20186,5.3602,5.3602,-7.4685,-0.11196
71.61,5.4912,5.4912,5.32487,5.32487,-7.64812,0.117611
71.62,5.71017,5.71017,5.25184,5.25184,-7.75132,0.324088
71.63,5.83933,5.83933,5.1591,5.1591,-7.77707,0.480999
71.64,5.86428,5.86428,5.06068,5.06068,-7.72511,0.568227
71.65,5.77746,5.77746,4.96486,4.96486,-7.59597,0.574589
71.66,5.57921,5.57921,4.87314,4.87314,-7.39093,0.499269
71.67,5.27782,5.27782,4.78012,4.78012,-7.11204,0.351924
71.68,4.88861,4.88861,4.67443,4.67443,-6.76209,0.151445
71.69,4.43223,4.43223,4.54037,4.54037,-6.34458,-0.0764665
71.7,3.93228,3.93228,4.36021,4.36021,-5.86368,-0.30259
71.71,3.41267,3.41267,4.11686,4.11686,-5.32418,-0.497935
71.72,2.89492,2.89492,3.79642,3.79642,-4.73149,-0.637458
71.73,2.39586,2.39586,3.39043,3.39043,-4.09152,-0.70327
71.74,1.92598,1.92598,2.89745,2.89745,-3.41068,-0.686934
71.75,1.48861,1.48861,2.32376,2.32376,-2.69575,-0.590545
71.76,1.08006,1.08006,1.68316,1.68316,-1.95389,-0.426459
71.77,0.690695,0.690695,0.995762,0.995762,-1.19251,-0.215715
71.78,0.306797,0.306797,0.286051,0.286051,-0.419206,0.0146699
71.79,-0.087061,-0.087061,-0.419625,-0.419625,0.358281,0.235158
71.8,-0.505374,-0.505374,-1.09578,-1.09578,1.13219,0.417482
71.81,-0.959203,-0.959203,-1.72043,-1.72043,1.89478,0.538266
71.82,-1.45411,-1.45411,-2.27722,-2.27722,2.63845,0.582026
71.83,-1.98881,-1.98881,-2.75694,-2.75694,3.35575,0.54315
71.84,-2.5547,-2.5547,-3.15804,-3.15804,4.03952,0.426623
71.85,-3.1364,-3.1364,-3.48626,-3.48626,4.68293,0.247385
71.86,-3.71311,-3.71311,-3.7533,-3.7533,5.27955,0.0284148
71.87,-4.26076,-4.26076,-3.97479,-3.97479,5.82342,-0.202214
71.88,-4.75461,-4.75461,-4.1678,-4.1678,6.3091,-0.414934
71.89,-5.17193,-5.17193,-4.34819,-4.34819,6.73174,-0.582472
71.9,-5.49455,-5.49455,-4.52815,-4.52815,7.08712,-0.683349
71.91,-5.71082,-5.71082,-4.71432,-4.71432,7.37169,-0.704632
71.92,-5.8168,-5.8168,-4.90662,-4.90662,7.58261,-0.643593
71.93,-5.81653,-5.81653,-5.09803,-5.09803,7.71776,-0.508056
71.94,-5.72134,-5.72134,-5.2753,-5.2753,7.7758,-0.3154
71.95,-5.54829,-5.54829,-5.42055,-5.42055,7.75614,-0.0903226
71.96,-5.31792,-5.31792,-5.51353,-5.51353,7.65899,0.138319
71.97,-5.05164,-5.05164,-5.53419,-5.53419,7.48531,0.341211
71.98,-4.76908,-4.76908,-5.46536,-5.46536,7.23685,0.492342
71.99,-4.4857,-4.4857,-5.2951,-5.2951,6.91607,0.572336
72,-4.211,-4.211,-5.01843,-5.01843,6.52619,0.570938
72.01,-3.94762,-3.94762,-4.63822,-4.63822,6.0711,0.488325
72.02,-3.69128,-3.69128,-4.16517,-4.16517,5.55535,0.335091
72.03,-3.43174,-3.43174,-3.61684,-3.61684,4.9841,0.13088
72.04,-3.15452,-3.15452,-3.01575,-3.01575,4.36305,-0.0981265
72.05,-2.84325,-2.84325,-2.38707,-2.38707,3.6984,-0.322568
72.06,-2.48227,-2.48227,-1.75583,-1.75583,2.99679,-0.51367
72.07,-2.05922,-2.05922,-1.14432,-1.14432,2.26525,-0.646932
72.08,-1.56719,-1.56719,-0.569789,-0.569789,1.51107,-0.705269
72.09,-1.00621,-1.00621,-0.0428463,-0.0428463,0.741795,-0.681202
72.1,-0.383904,-0.383904,0.43325,0.43325,-0.0348928,-0.577816
72.11,0.28487,0.28487,0.862386,0.862386,-0.811232,-0.408366
72.12,0.979265,0.979265,1.25444,1.25444,-1.57947,-0.194576
72.13,1.67447,1.67447,1.62336,1.62336,-2.33192,0.0361431
72.14,2.34426,2.34426,1.98475,1.98475,-3.06107,0.254213
72.15,2.96371,2.96371,2.35323,2.35323,-3.75964,0.431676
72.16,3.51179,3.51179,2.73994,2.73994,-4.42064,0.545779
72.17,3.97349,3.97349,3.15057,3.15057,-5.03747,0.581894
72.18,4.34119,4.34119,3.58403,3.58403,-5.60397,0.535391
72.19,4.61508,4.61508,4.0321,4.0321,-6.11448,0.412232
72.2,4.80274,4.80274,4.48001,4.48001,-6.5639,0.228206
72.21,4.91767,4.91767,4.9079,4.9079,-6.94772,0.00690722
72.22,4.97721,4.97721,5.293,5.293,-7.26213,-0.223293
72.23,5.00002,5.00002,5.61221,5.61221,-7.50398,-0.432881
72.24,5.00339,5.00339,5.84483,5.84483,-7.67085,-0.594987
72.25,5.00084,5.00084,5.97499,5.97499,-7.76108,-0.688828
72.26,5.00023,5.00023,5.99353,5.99353,-7.77376,-0.702372
72.27,5.0027,5.0027,5.89915,5.89915,-7.70877,-0.633883
72.28,5.00251,5.00251,5.6985,5.6985,-7.56675,-0.492142
72.29,4.9878,4.9878,5.40545,5.40545,-7.34913,-0.295321
72.3,4.94227,4.94227,5.03936,5.03936,-7.05808,-0.0686541
72.31,4.84744,4.84744,4.62286,4.62286,-6.69651,0.158799
72.32,4.68522,4.68522,4.17911,4.17911,-6.26803,0.357878
72.33,4.44061,4.44061,3.72918,3.72918,-5.77692,0.503059
72.34,4.10392,4.10392,3.28972,3.28972,-5.22809,0.575728
72.35,3.67242,3.67242,2.87117,2.87117,-4.62702,0.56657
72.36,3.15121,3.15121,2.47697,2.47697,-3.97972,0.476759
72.37,2.55298,2.55298,2.10354,2.10354,-3.29266,0.317808
72.38,1.89702,1.89702,1.74132,1.74132,-2.57269,0.110096
72.39,1.20723,1.20723,1.37658,1.37658,-1.82702,-0.119746
72.4,0.509718,0.509718,0.993735,0.993735,-1.0631,-0.342252
72.41,-0.169945,-0.169945,0.578025,0.578025,-0.288556,-0.528895
72.42,-0.809367,-0.809367,0.117997,0.117997,0.488873,-0.655745
72.43,-1.39156,-1.39156,-0.392357,-0.392357,1.26142,-0.706541
72.44,-1.90645,-1.90645,-0.952182,-0.952182,2.02136,-0.674769
72.45,-2.35156,-2.35156,-1.55323,-1.55323,2.7611,-0.564504
72.46,-2.73165,-2.73165,-2.18028,-2.18028,3.47326,-0.389881
72.47,-3.05753,-3.05753,-2.81246,-2.81246,4.15071,-0.173288
72.48,-3.34404,-3.34404,-3.42536,-3.42536,4.78669,0.0575049
72.49,-3.60761,-3.60761,-3.99356,-3.99356,5.37484,0.27291
72.5,-3.86362,-3.86362,-4.49338,-4.49338,5.90929,0.445311
72.51,-4.12391,-4.12391,-4.90541,-4.90541,6.3847,0.552604
72.52,-4.39486,-4.39486,-5.21657,-5.21657,6.79631,0.581034
72.53,-4.67614,-4.67614,-5.42137,-5.42137,7.14001,0.526956
72.54,-4.96041,-4.96041,-5.52228,-5.52228,7.41238,0.397304
72.55,-5.23399,-5.23399,-5.52913,-5.52913,7.61068,0.208699
72.56,-5.47839,-5.47839,-5.45763,-5.45763,7.73294,-0.0146789
72.57,-5.6725,-5.6725,-5.32716,-5.32716,7.77793,-0.24419
72.58,-5.79518,-5.79518,-5.1582,-5.1582,7.74521,-0.45041
72.59,-5.82798,-5.82798,-4.96969,-4.96969,7.6351,-0.606901
72.6,-5.75748,-5.75748,-4.77658,-4.77658,7.44871,-0.693598
72.61,-5.57715,-5.57715,-4.58806,-4.58806,7.18789,-0.699388
72.62,-5.28829,-5.28829,-4.40649,-4.40649,6.85525,-0.623527
72.63,-4.90015,-4.90015,-4.22735,-4.22735,6.45411,-0.475742
72.64,-4.42894,-4.42894,-4.04006,-4.04006,5.98849,-0.27498
72.65,-3.89617,-3.89617,-3.82973,-3.82973,5.46303,-0.0469787
72.66,-3.3262,-3.3262,-3.57939,-3.57939,4.88299,0.179029
72.67,-2.74364,-2.74364,-3.27265,-3.27265,4.25416,0.374069
72.68,-2.1706,-2.1706,-2.89628,-2.89628,3.58282,0.513135
72.69,-1.62443,-1.62443,-2.44241,-2.44241,2.87569,0.578398
72.7,-1.11605,-1.11605,-1.91011,-1.91011,2.13982,0.561491
72.71,-0.649114,-0.649114,-1.30613,-1.30613,1.38257,0.464582
72.72,-0.220201,-0.220201,-0.644598,-0.644598,0.611505,0.300094
72.73,0.18016,0.18016,0.0541296,0.0541296,-0.165668,0.0891172
72.74,0.565604,0.565604,0.765434,0.765434,-0.941186,-0.141301
72.75,0.95154,0.95154,1.46295,1.46295,-1.7073,-0.36162
72.76,1.35253,1.35253,2.12128,2.12128,-2.45635,-0.543592
72.77,1.77977,1.77977,2.71865,2.71865,-3.18087,-0.663888
72.78,2.23906,2.23906,3.23903,3.23903,-3.8736,-0.707085
72.79,2.72942,2.72942,3.67361,3.67361,-4.52762,-0.667645
72.8,3.24264,3.24264,4.02134,4.02134,-5.13641,-0.550624
72.81,3.76382,3.76382,4.28853,4.28853,-5.69388,-0.371026
72.82,4.27275,4.27275,4.48753,4.48753,-6.19445,-0.151875
72.83,4.74601,4.74601,4.63466,4.63466,-6.63313,0.0787309
72.84,5.15959,5.15959,4.74774,4.74774,-7.00554,0.291228
72.85,5.49162,5.49162,4.84338,4.84338,-7.30795,0.458371
72.86,5.72479,5.72479,4.93462,4.93462,-7.53734,0.558733
72.87,5.84839,5.84839,5.02892,5.02892,-7.69142,0.579446
72.88,5.85944,5.85944,5.12709,5.12709,-7.76865,0.517855
72.89,5.763,5.763,5.22297,5.22297,-7.76826,0.381856
72.9,5.57139,5.57139,5.30426,5.30426,-7.69025,0.188884
72.91,5.30265,5.30265,5.35401,5.35401,-7.5354,-0.036319
72.92,4.9783,4.9783,5.3529,5.3529,-7.30526,-0.264882
72.93,4.62068,4.62068,5.28182,5.28182,-7.00213,-0.4675
72.94,4.2503,4.2503,5.12457,5.12457,-6.62903,-0.618198
72.95,3.88346,3.88346,4.8701,4.8701,-6.1897,-0.697655
72.96,3.53047,3.53047,4.51432,4.51432,-5.68853,-0.695684
72.97,3.19469,3.19469,4.06095,4.06095,-5.13052,-0.612537
72.98,2.87253,2.87253,3.52147,3.52147,-4.52124,-0.458875
72.99,2.55435,2.55435,2.91412,2.91412,-3.86679,-0.254398
73,2.22624,2.22624,2.26205,2.26205,-3.17371,-0.0253209
73.01,1.87234,1.87234,1.59094,1.59094,-2.44891,0.198987
73.02,1.47744,1.47744,0.926223,0.926223,-1.69964,0.389767
73.03,1.02952,1.02952,0.290505,0.290505,-0.933397,0.522561
73.04,0.521963,0.521963,-0.298767,-0.298767,-0.157824,0.580344
73.05,-0.044986,-0.044986,-0.830874,-0.830874,0.619327,0.555707
73.06,-0.663605,-0.663605,-1.30256,-1.30256,1.39029,0.451809
73.07,-1.31903,-1.31903,-1.7178,-1.7178,2.14736,0.281971
73.08,-1.99051,-1.99051,-2.08663,-2.08663,2.88298,0.0679668
73.09,-2.65345,-2.65345,-2.42327,-2.42327,3.58978,-0.162767
73.1,-3.28195,-3.28195,-2.74363,-2.74363,4.26073,-0.380649
73.11,-3.8515,-3.8515,-3.06273,-3.06273,4.8891,-0.557745
73.12,-4.34161,-4.34161,-3.39218,-3.39218,5.46862,-0.67135
73.13,-4.73789,-4.73789,-3.73819,-3.73819,5.99349,-0.7069
73.14,-5.03342,-5.03342,-4.10027,-4.10027,6.45849,-0.659836
73.15,-5.22916,-5.22916,-4.47087,-4.47087,6.85895,-0.536193
73.16,-5.3335,-5.3335,-4.83595,-4.83595,7.19088,-0.351822
73.17,-5.36081,-5.36081,-5.17645,-5.17645,7.45096,-0.130361
73.18,-5.32932,-5.32932,-5.47046,-5.47046,7.6366,0.0997971
73.19,-5.2586,-5.2586,-5.6958,-5.6958,7.74593,0.309145
73.2,-5.16685,-5.16685,-5.83272,-5.83272,7.77787,0.470843
73.21,-5.06849,-5.06849,-5.86633,-5.86633,7.73209,0.56416
73.22,-4.97232,-4.97232,-5.78851,-5.78851,7.60906,0.577132
73.23,-4.88038,-4.88038,-5.59894,-5.59894,7.40999,0.508097
73.24,-4.78781,-4.78781,-5.30528,-5.30528,7.1369,0.365905
73.25,-4.68366,-4.68366,-4.92236,-4.92236,6.79249,0.168786
73.26,-4.55249,-4.55249,-4.47049,-4.47049,6.38021,-0.0579888
73.27,-4.37666,-4.37666,-3.97312,-3.97312,5.90419,-0.285344
73.28,-4.13891,-4.13891,-3.45424,-3.45424,5.36917,-0.484133
73.29,-3.825,-3.825,-2.93565,-2.93565,4.7805,-0.628868
73.3,-3.42598,-3.42598,-2.43462,-2.43462,4.14407,-0.700994
73.31,-2.9398,-2.9398,-1.9622,-1.9622,3.46623,-0.691264
73.32,-2.37212,-2.37212,-1.52229,-1.52229,2.75376,-0.600925
73.33,-1.73619,-1.73619,-1.11173,-1.11173,2.01378,-0.441559
73.34,-1.05166,-1.05166,-0.721302,-0.721302,1.25367,-0.233599
73.35,-0.342768,-0.342768,-0.337528,-0.337528,0.481042,-0.00370518
73.36,0.364191,0.364191,0.0549765,0.0549765,-0.296396,0.218648
73.37,1.04357,1.04357,0.470877,0.470877,-1.07087,0.404953
73.38,1.673,1.673,0.92159,0.92159,-1.83465,0.531325
73.39,2.23563,2.23563,1.41318,1.41318,-2.5801,0.581562
73.4,2.72164,2.72164,1.94493,1.94493,-3.29976,0.549223
73.41,3.12889,3.12889,2.50882,2.50882,-3.98646,0.438455
73.42,3.46255,3.46255,3.08996,3.08996,-4.63332,0.263458
73.43,3.73392,3.73392,3.66792,3.66792,-5.23389,0.0466689
73.44,3.95842,3.95842,4.2188,4.2188,-5.78217,-0.18412
73.45,4.15309,4.15309,4.71781,4.71781,-6.27267,-0.399318
73.46,4.33397,4.33397,5.14196,5.14196,-6.7005,-0.571338
73.47,4.51364,4.51364,5.47265,5.47265,-7.06138,-0.678124
73.48,4.69923,4.69923,5.69764,5.69764,-7.3517,-0.705986
73.49,4.89121,4.89121,5.81236,5.81236,-7.56857,-0.651352
73.5,5.0831,5.0831,5.82022,5.82022,-7.70981,-0.521226
73.51,5.2621,5.2621,5.73203,5.73203,-7.77402,-0.332291
73.52,5.41063,5.41063,5.56445,5.56445,-7.76056,-0.10877
73.53,5.50852,5.50852,5.33786,5.33786,-7.66955,0.12068
73.54,5.53562,5.53562,5.07368,5.07368,-7.50191,0.326642
73.55,5.47444,5.47444,4.79179,4.79179,-7.25932,0.482711
73.56,5.31254,5.31254,4.50803,4.50803,-6.94419,0.568878
73.57,5.04434,5.04434,4.23245,4.23245,-6.55968,0.574095
73.58,4.67208,4.67208,3.96824,3.96824,-6.10963,0.497694
73.59,4.20587,4.20587,3.71165,3.71165,-5.59853,0.34947
73.6,3.66276,3.66276,3.45285,3.45285,-5.03149,0.148425
73.61,3.06497,3.06497,3.17763,3.17763,-4.41418,-0.0796638
73.62,2.43755,2.43755,2.86967,2.86967,-3.75277,-0.305555
73.63,1.80565,1.80565,2.51316,2.51316,-3.05386,-0.500288
73.64,1.19185,1.19185,2.09539,2.09539,-2.32443,-0.638897
73.65,0.613891,0.613891,1.60895,1.60895,-1.57178,-0.703611
73.66,0.0829408,0.0829408,1.05328,1.05328,-0.803429,-0.686133
73.67,-0.397152,-0.397152,0.435401,0.435401,-0.0270467,-0.588704
73.68,-0.829734,-0.829734,-0.230368,-0.230368,0.749605,-0.423815
73.69,-1.22427,-1.22427,-0.923596,-0.923596,1.51877,-0.212606
73.7,-1.59446,-1.59446,-1.6197,-1.6197,2.27276,0.0178441
73.71,-1.95589,-1.95589,-2.29246,-2.29246,3.00403,0.237991
73.72,-2.32333,-2.32333,-2.91675,-2.91675,3.7053,0.419611
73.73,-2.7083,-2.7083,-3.47116,-3.47116,4.36954,0.539418
73.74,-3.11698,-3.11698,-3.94012,-3.94012,4.99012,0.582052
73.75,-3.54882,-3.54882,-4.3154,-4.3154,5.56084,0.542048
73.76,-3.99619,-3.99619,-4.59657,-4.59657,6.076,0.424534
73.77,-4.44479,-4.44479,-4.79067,-4.79067,6.53046,0.244577
73.78,-4.87508,-4.87508,-4.91079,-4.91079,6.91966,0.0252475
73.79,-5.26445,-5.26445,-4.97406,-4.97406,7.23972,-0.205335
73.8,-5.58971,-5.58971,-4.99913,-4.99913,7.48744,-0.417607
73.81,-5.82989,-5.82989,-5.00349,-5.00349,7.66036,-0.584356
73.82,-5.96864,-5.96864,-5.00103,-5.00103,7.75673,-0.684202
73.83,-5.99623,-5.99623,-5.00013,-5.00013,7.7756,-0.704344
73.84,-5.91069,-5.91069,-5.00248,-5.00248,7.71678,-0.642201
73.85,-5.71809,-5.71809,-5.00286,-5.00286,7.58086,-0.50574
73.86,-5.43174,-5.43174,-4.98986,-4.98986,7.36919,-0.312455
73.87,-5.07067,-5.07067,-4.94746,-4.94746,7.08389,-0.0871271
73.88,-4.65732,-4.65732,-4.85723,-4.85723,6.72781,0.141355
73.89,-4.21493,-4.21493,-4.70099,-4.70099,6.30451,0.343699
73.9,-3.76481,-3.76481,-4.46338,-4.46338,5.81821,0.493963
73.91,-3.32404,-3.32404,-4.13422,-4.13422,5.27378,0.572882
73.92,-2.90361,-2.90361,-3.71019,-3.71019,4.67666,0.570338
73.93,-2.50751,-2.50751,-3.19575,-3.19575,4.03281,0.486658
73.94,-2.1327,-2.1327,-2.60303,-2.60303,3.34867,0.332569
73.95,-1.77006,-1.77006,-1.95083,-1.95083,2.63106,0.127827
73.96,-1.40608,-1.40608,-1.26279,-1.26279,1.88717,-0.101319
73.97,-1.02525,-1.02525,-0.564932,-0.564932,1.12443,-0.325491
73.98,-0.612632,-0.612632,0.11703,0.11703,0.350443,-0.515949
73.99,-0.156436,-0.156436,0.760363,0.760363,-0.427041,-0.648274
74,0.349845,0.349845,1.34758,1.34758,-1.20026,-0.705502
74.01,0.905935,0.905935,1.86802,1.86802,-1.96148,-0.680296
74.02,1.50417,1.50417,2.3186,2.3186,-2.70311,-0.575888
74.03,2.12985,2.12985,2.70354,2.70354,-3.41773,-0.405663
74.04,2.76249,2.76249,3.03323,3.03323,-4.09819,-0.191444
74.05,3.37786,3.37786,3.32228,3.32228,-4.73772,0.0393024
74.06,3.95053,3.95053,3.58708,3.58708,-5.3299,0.256995
74.07,4.45658,4.45658,3.8432,3.8432,-5.86883,0.433723
74.08,4.87617,4.87617,4.10284,4.10284,-6.34912,0.546829
74.09,5.19567,5.19567,4.37286,4.37286,-6.76597,0.581813
74.1,5.40895,5.40895,4.65349,4.65349,-7.11522,0.534189
74.11,5.51786,5.51786,4.93794,4.93794,-7.39337,0.410063
74.12,5.5317,5.5317,5.21301,5.21301,-7.59765,0.225348
74.13,5.46576,5.46576,5.46049,5.46049,-7.72602,0.0037268
74.14,5.33923,5.33923,5.65939,5.65939,-7.7772,-0.226388
74.15,5.1726,5.1726,5.78849,5.78849,-7.75066,-0.435494
74.16,4.98503,4.98503,5.82901,5.82901,-7.64669,-0.596783
74.17,4.79187,4.79187,5.76708,5.76708,-7.46631,-0.689576
74.18,4.60281,4.60281,5.59555,5.59555,-7.21133,-0.701977
74.19,4.42076,4.42076,5.3151,5.3151,-6.88429,-0.632396
74.2,4.24174,4.24174,4.93435,4.93435,-6.48848,-0.489753
74.21,4.0556,4.0556,4.46903,4.46903,-6.02783,-0.292336
74.22,3.84772,3.84772,3.94029,3.94029,-5.50695,-0.065456
74.23,3.60119,3.60119,3.37237,3.37237,-4.93105,0.1618
74.24,3.29948,3.29948,2.78995,2.78995,-4.30588,0.360297
74.25,2.92903,2.92903,2.21544,2.21544,-3.63769,0.504586
74.26,2.48146,2.48146,1.66664,1.66664,-2.93315,0.576168
74.27,1.95527,1.95527,1.15501,1.15501,-2.1993,0.565866
74.28,1.35657,1.35657,0.684817,0.684817,-1.44348,0.475
74.29,0.698943,0.698943,0.253153,0.253153,-0.673233,0.315221
74.3,0.00231571,0.00231571,-0.149023,-0.149023,0.103738,0.107013
74.31,-0.708947,-0.708947,-0.535097,-0.535097,0.879672,-0.122931
74.32,-1.40852,-1.40852,-0.920432,-0.920432,1.64682,-0.34513
74.33,-2.07084,-2.07084,-1.31975,-1.31975,2.39751,-0.531097
74.34,-2.67373,-2.67373,-1.74461,-1.74461,3.12424,-0.656989
74.35,-3.20067,-3.20067,-2.20129,-2.20129,3.81976,-0.706667
74.36,-3.64222,-3.64222,-2.68938,-2.68938,4.47712,-0.673762
74.37,-3.99673,-3.99673,-3.20124,-3.20124,5.08973,-0.562491
74.38,-4.26995,-4.26995,-3.72248,-3.72248,5.6515,-0.387122
74.39,-4.47382,-4.47382,-4.23321,-4.23321,6.1568,-0.170137
74.4,-4.62443,-4.62443,-4.71019,-4.71019,6.60058,0.0606456
74.41,-4.73957,-4.73957,-5.12938,-5.12938,6.9784,0.275637
74.42,-4.83607,-4.83607,-5.46861,-5.46861,7.28651,0.447274
74.43,-4.9273,-4.9273,-5.71014,-5.71014,7.52181,0.553552
74.44,-5.02124,-5.02124,-5.84268,-5.84268,7.68195,0.580846
74.45,-5.11923,-5.11923,-5.86262,-5.86262,7.76534,0.525655
74.46,-5.21568,-5.21568,-5.77437,-5.77437,7.77114,0.395057
74.47,-5.2987,-5.2987,-5.58974,-5.58974,7.69929,0.205794
74.48,-5.35165,-5.35165,-5.32638,-5.32638,7.55051,-0.0178688
74.49,-5.35531,-5.35531,-5.00564,-5.00564,7.3263,-0.247256
