time,theta1,omega1,theta2,omega2,lensX,lensY
0.75,1.99544,1.99544,1.81755,1.81755,-2.69619,0.125786
0.76,1.6159,1.6159,1.14796,1.14796,-1.95434,0.33088
0.77,1.18688,1.18688,0.50023,0.50023,-1.19297,0.485537
0.78,0.699756,0.699756,-0.106246,-0.106246,-0.419675,0.56993
0.79,0.152329,0.152329,-0.658352,-0.658352,0.357813,0.573238
0.8,-0.450206,-0.450206,-1.15029,-1.15029,1.13172,0.495037
0.81,-1.09529,-1.09529,-1.5837,-1.5837,1.89433,0.345354
0.82,-1.76397,-1.76397,-1.96674,-1.96674,2.63801,0.143379
0.83,-2.43267,-2.43267,-2.31247,-2.31247,3.35532,-0.0849939
0.84,-3.07563,-3.07563,-2.63654,-2.63654,4.03912,-0.310486
0.85,-3.66758,-3.66758,-2.95455,-2.95455,4.68255,-0.504188
0.86,-4.1864,-4.1864,-3.27952,-3.27952,5.2792,-0.641265
0.87,-4.61546,-4.61546,-3.61965,-3.61965,5.8231,-0.704143
0.88,-4.94521,-4.94521,-3.97681,-3.97681,6.30882,-0.684762
0.89,-5.17398,-5.17398,-4.34581,-4.34581,6.73151,-0.585606
0.9,-5.30777,-5.30777,-4.71467,-4.71467,7.08693,-0.419387
0.91,-5.35913,-5.35913,-5.0658,-5.0658,7.37154,-0.207415
0.92,-5.34528,-5.34528,-5.378,-5.378,7.5825,0.0231323
0.93,-5.28563,-5.28563,-5.62885,-5.62885,7.7177,0.242699
0.94,-5.19911,-5.19911,-5.79751,-5.79751,7.77579,0.423134
0.95,-5.10169,-5.10169,-5.86721,-5.86721,7.75618,0.541304
0.96,-5.0042,-5.0042,-5.82736,-5.82736,7.65907,0.582061
0.97,-4.91104,-4.91104,-5.67497,-5.67497,7.48544,0.540178
0.98,-4.81964,-4.81964,-5.41505,-5.41505,7.23702,0.421025
0.99,-4.72093,-4.72093,-5.06017,-5.06017,6.91628,0.239878
1,-4.60078,-4.60078,-4.62901,-4.62901,6.52644,0.0199615
1.01,-4.44199,-4.44199,-4.14426,-4.14426,6.0714,-0.21053
1.02,-4.22689,-4.22689,-3.63003,-3.63003,5.55568,-0.422046
1.03,-3.93995,-3.93995,-3.10914,-3.10914,4.98446,-0.587468
1.04,-3.5702,-3.5702,-2.60063,-2.60063,4.36343,-0.685589
1.05,-3.11314,-3.11314,-2.11777,-2.11777,3.69881,-0.703829
1.06,-2.5718,-2.5718,-1.66692,-1.66692,2.99723,-0.639849
1.07,-1.95695,-1.95695,-1.24723,-1.24723,2.2657,-0.501853
1.08,-1.28627,-1.28627,-0.851357,-0.851357,1.51153,-0.307531
1.09,-0.582698,-0.582698,-0.467019,-0.467019,0.742262,-0.0817974
1.1,0.127867,0.127867,-0.0791842,-0.0791842,-0.0344239,0.146407
1.11,0.819248,0.819248,0.327348,0.327348,-0.810766,0.347826
1.12,1.4677,1.4677,0.765353,0.765353,-1.57901,0.496635
1.13,2.05431,2.05431,1.24289,1.24289,-2.33147,0.573757
1.14,2.56676,2.56676,1.76164,1.76164,-3.06064,0.569304
1.15,3.00031,3.00031,2.31604,2.31604,-3.75923,0.483847
1.16,3.35777,3.35777,2.89342,2.89342,-4.42026,0.328342
1.17,3.64856,3.64856,3.475,3.475,-5.03712,0.122725
1.18,3.88697,3.88697,4.03779,4.03779,-5.60365,-0.106641
1.19,4.08979,4.08979,4.55698,4.55698,-6.11419,-0.330351
1.2,4.2737,4.2737,5.0087,5.0087,-6.56364,-0.519723
1.21,4.45267,4.45267,5.37259,5.37259,-6.94751,-0.65048
1.22,4.63587,4.63587,5.6341,5.6341,-7.26197,-0.705856
1.23,4.82608,4.82608,5.78598,5.78598,-7.50386,-0.678753
1.24,5.01914,5.01914,5.82898,5.82898,-7.67078,-0.572645
1.25,5.20424,5.20424,5.77154,5.77154,-7.76105,-0.401137
1.26,5.36522,5.36522,5.62856,5.62856,-7.77378,-0.186215
1.27,5.48248,5.48248,5.41945,5.41945,-7.70883,0.0445646
1.28,5.53557,5.53557,5.16559,5.16559,-7.56686,0.261615
1.29,5.50581,5.50581,4.88765,4.88765,-7.34929,0.437109
1.3,5.37884,5.37884,4.60308,4.60308,-7.05828,0.548547
1.31,5.1466,5.1466,4.32403,4.32403,-6.69675,0.581643
1.32,4.80865,4.80865,4.05607,4.05607,-6.26831,0.532152
1.33,4.3725,4.3725,3.79774,3.79774,-5.77723,0.40642
1.34,3.85303,3.85303,3.5411,3.5411,-5.22844,0.220567
1.35,3.27095,3.27095,3.27318,3.27318,-4.6274,-0.00157988
1.36,2.65065,2.65065,2.9781,2.9781,-3.98012,-0.23154
1.37,2.01755,2.01755,2.63957,2.63957,-3.29308,-0.439831
1.38,1.3954,1.3954,2.24357,2.24357,-2.57314,-0.599748
1.39,0.803762,0.803762,1.78069,1.78069,-1.82748,-0.69079
1.4,0.256172,0.256172,1.24794,1.24794,-1.06357,-0.701284
1.41,-0.241024,-0.241024,0.649766,0.649766,-0.289024,-0.629884
1.42,-0.688828,-0.688828,-0.00188085,-0.00188085,0.488405,-0.485745
1.43,-1.09481,-1.09481,-0.688445,-0.688445,1.26095,-0.287346
1.44,-1.47151,-1.47151,-1.38648,-1.38648,2.0209,-0.0601233
1.45,-1.83414,-1.83414,-2.07002,-2.07002,2.76066,0.166792
1.46,-2.19806,-2.19806,-2.71327,-2.71327,3.47284,0.364308
1.47,-2.57614,-2.57614,-3.29329,-3.29329,4.15031,0.507101
1.48,-2.97653,-2.97653,-3.79234,-3.79234,4.78632,0.576865
1.49,-3.40107,-3.40107,-4.19962,-4.19962,5.3745,0.564656
1.5,-3.8445,-3.8445,-4.51207,-4.51207,5.90899,0.472039
1.51,-4.29464,-4.29464,-4.7343,-4.7343,6.38443,0.310887
1.52,-4.73353,-4.73353,-4.87758,-4.87758,6.79608,0.101862
1.53,-5.1393,-5.1393,-4.95794,-4.95794,7.13983,-0.128238
1.54,-5.48867,-5.48867,-4.99382,-4.99382,7.41223,-0.349913
1.55,-5.75961,-5.75961,-5.00337,-5.00337,7.61058,-0.534742
1.56,-5.93398,-5.93398,-5.00197,-5.00197,7.73289,-0.65903
1.57,-5.99964,-5.99964,-5.00001,-5.00001,7.77793,-0.706842
1.58,-5.95193,-5.95193,-5.00151,-5.00151,7.74525,-0.672048
1.59,-5.79425,-5.79425,-5.00355,-5.00355,7.63519,-0.559108
1.6,-5.5376,-5.5376,-4.99666,-4.99666,7.44884,-0.382504
1.61,-5.19931,-5.19931,-4.96615,-4.96615,7.18807,-0.164875
1.62,-4.80097,-4.80097,-4.89413,-4.89413,6.85547,0.0658758
1.63,-4.36583,-4.36583,-4.76204,-4.76204,6.45437,0.280165
1.64,-3.91615,-3.91615,-4.55328,-4.55328,5.98879,0.45052
1.65,-3.47067,-3.47067,-4.2557,-4.2557,5.46337,0.555099
1.66,-3.04258,-3.04258,-3.86353,-3.86353,4.88336,0.580496
1.67,-2.63829,-2.63829,-3.37856,-3.37856,4.25455,0.523454
1.68,-2.25705,-2.25705,-2.81041,-2.81041,3.58324,0.391285
1.69,-1.89164,-1.89164,-2.17581,-2.17581,2.87612,0.200936
1.7,-1.5298,-1.5298,-1.497,-1.497,2.14027,-0.0231902
1.71,-1.15639,-1.15639,-0.799505,-0.799505,1.38303,-0.252359
1.72,-0.756012,-0.756012,-0.109448,-0.109448,0.611973,-0.457189
1.73,-0.315527,-0.315527,0.549153,0.549153,-0.165199,-0.611421
1.74,0.173552,0.173552,1.15683,1.15683,-0.94072,-0.69528
1.75,0.713348,0.713348,1.70049,1.70049,-1.70684,-0.698016
1.76,1.2987,1.2987,2.17449,2.17449,-2.45591,-0.619277
1.77,1.91716,1.91716,2.58066,2.58066,-3.18044,-0.469159
1.78,2.55003,2.55003,2.92749,2.92749,-3.87319,-0.266907
1.79,3.17405,3.17405,3.22843,3.22843,-4.52724,-0.0384519
1.8,3.76391,3.76391,3.49957,3.49957,-5.13606,0.186917
1.81,4.29487,4.29487,3.75704,3.75704,-5.69356,0.380307
1.82,4.74546,4.74546,4.01442,4.01442,-6.19417,0.516923
1.83,5.09975,5.09975,4.28057,4.28057,-6.63289,0.579251
1.84,5.349,5.349,4.55804,4.55804,-7.00534,0.559299
1.85,5.49239,5.49239,4.84238,4.84238,-7.30779,0.459626
1.86,5.53681,5.53681,5.12243,5.12243,-7.53722,0.29301
1.87,5.49575,5.49575,5.38146,5.38146,-7.69135,0.0808127
1.88,5.38735,5.38735,5.59914,5.59914,-7.76863,-0.149761
1.89,5.23198,5.23198,5.75403,5.75403,-7.76828,-0.36915
1.9,5.04951,5.04951,5.82624,5.82624,-7.69032,-0.549227
1.91,4.85684,4.85684,5.79999,5.79999,-7.53551,-0.666906
1.92,4.66572,4.66572,5.66571,5.66571,-7.30542,-0.707099
1.93,4.48142,4.48142,5.42138,5.42138,-7.00233,-0.664653
1.94,4.30223,4.30223,5.07299,5.07299,-6.62928,-0.54501
1.95,4.11994,4.11994,4.63402,4.63402,-6.18999,-0.363509
1.96,3.92121,3.92121,4.12404,4.12404,-5.68885,-0.143419
1.97,3.68962,3.68962,3.56652,3.56652,-5.13087,0.0870418
1.98,3.40822,3.40822,2.98632,2.98632,-4.52162,0.298328
1.99,3.06216,3.06216,2.40688,2.40688,-3.8672,0.463351
2,2.64111,2.64111,1.8478,1.8478,-3.17413,0.560953
2.01,2.1411,2.1411,1.32281,1.32281,-2.44935,0.578622
2.02,1.56567,1.56567,0.838635,0.838635,-1.7001,0.514093
2.03,0.925956,0.925956,0.394725,0.394725,-0.933863,0.375637
2.04,0.239921,0.239921,-0.0160617,-0.0160617,-0.158292,0.181007
2.05,-0.46931,-0.46931,-0.405889,-0.405889,0.618859,-0.0448449
2.06,-1.17577,-1.17577,-0.789742,-0.789742,1.38983,-0.272963
2.07,-1.85333,-1.85333,-1.18285,-1.18285,2.14691,-0.474102
2.08,-2.47842,-2.47842,-1.59811,-1.59811,2.88254,-0.622473
2.09,-3.03237,-3.03237,-2.04376,-2.04376,3.58937,-0.699055
2.1,-3.50326,-3.50326,-2.52176,-2.52176,4.26033,-0.69403
2.11,-3.8868,-3.8868,-3.02691,-3.02691,4.88873,-0.608041
2.12,-4.18635,-4.18635,-3.54697,-3.54697,5.46828,-0.452113
2.13,-4.41195,-4.41195,-4.06371,-4.06371,5.9932,-0.246237
2.14,-4.57854,-4.57854,-4.55477,-4.55477,6.45823,-0.0168078
2.15,-4.70365,-4.70365,-4.99606,-4.99606,6.85873,0.206761
2.16,-4.80472,-4.80472,-5.36447,-5.36447,7.1907,0.395805
2.17,-4.89653,-4.89653,-5.64053,-5.64053,7.45083,0.52609
2.18,-4.98906,-4.98906,-5.81059,-5.81059,7.63651,0.58091
2.19,-5.08597,-5.08597,-5.86837,-5.86837,7.74589,0.553238
2.2,-5.18397,-5.18397,-5.81559,-5.81559,7.77787,0.446622
2.21,-5.27318,-5.27318,-5.66171,-5.66171,7.73214,0.274731
2.22,-5.33834,-5.33834,-5.42263,-5.42263,7.60915,0.0596014
2.23,-5.3608,-5.3608,-5.11871,-5.11871,7.41014,-0.171185
2.24,-5.32107,-5.32107,-4.77229,-4.77229,7.13708,-0.38804
2.25,-5.20139,-5.20139,-4.40496,-4.40496,6.79272,-0.563162
2.26,-4.98834,-4.98834,-4.03502,-4.03502,6.38048,-0.674098
2.27,-4.67477,-4.67477,-3.67544,-3.67544,5.90449,-0.706627
2.28,-4.26108,-4.26108,-3.33254,-3.33254,5.36951,-0.656577
2.29,-3.75561,-3.75561,-3.00556,-3.00556,4.78087,-0.530365
2.3,-3.17395,-3.17395,-2.68721,-2.68721,4.14447,-0.344173
2.31,-2.53747,-2.53747,-2.36512,-2.36512,3.46665,-0.121872
2.32,-1.87112,-1.87112,-2.02391,-2.02391,2.7542,0.108039
2.33,-1.20077,-1.20077,-1.64778,-1.64778,2.01423,0.316082
2.34,-0.550518,-0.550518,-1.2231,-1.2231,1.25414,0.475586
2.35,0.0598152,0.0598152,-0.740773,-0.740773,0.48151,0.566102
2.36,0.616563,0.616563,-0.198057,-0.198057,-0.295928,0.576023
2.37,1.11333,1.11333,0.400455,0.400455,-1.07041,0.504079
2.38,1.55117,1.55117,1.04277,1.04277,-1.83419,0.359494
2.39,1.9378,1.9378,1.71039,1.71039,-2.57965,0.160803
2.4,2.28595,2.28595,2.38002,2.38002,-3.29934,-0.0665197
2.41,2.61115,2.61115,3.02598,3.02598,-3.98606,-0.29333
2.42,2.92912,2.92912,3.62286,3.62286,-4.63295,-0.490549
2.43,3.25315,3.25315,4.1482,4.1482,-5.23355,-0.632892
2.44,3.59192,3.59192,4.58486,4.58486,-5.78186,-0.70211
2.45,3.94782,3.94782,4.92268,4.92268,-6.27239,-0.689329
2.46,4.31623,4.31623,5.15937,5.15937,-6.70026,-0.596187
2.47,4.68568,4.68568,5.30033,5.30033,-7.06118,-0.434626
2.48,5.03897,5.03897,5.35768,5.35768,-7.35155,-0.225359
2.49,5.35509,5.35509,5.34832,5.34832,-7.56846,0.00478473
2.5,5.61163,5.61163,5.2916,5.2916,-7.70975,0.226299
2.51,5.78752,5.78752,5.20658,5.20658,-7.77401,0.410785
2.52,5.86558,5.86558,5.10955,5.10955,-7.76059,0.53459
2.53,5.83467,5.83467,5.01182,5.01182,-7.66963,0.581842
2.54,5.69116,5.69116,4.91832,4.91832,-7.50204,0.546482
2.55,5.43944,5.43944,4.82703,4.82703,-7.25949,0.433043
2.56,5.0915,5.0915,4.72937,4.72937,-6.9444,0.25607
2.57,4.66562,4.66562,4.61153,4.61153,-6.55993,0.038252
2.58,4.18426,4.18426,4.45647,4.45647,-6.10992,-0.192486
2.59,3.67151,3.67151,4.24647,4.24647,-5.59886,-0.406562
2.6,3.15039,3.15039,3.96572,3.96572,-5.03185,-0.57653
2.61,2.64032,2.64032,3.60283,3.60283,-4.41457,-0.680599
2.62,2.15509,2.15509,3.15271,3.15271,-3.75318,-0.705427
2.63,1.70162,1.70162,2.61779,2.61779,-3.05429,-0.647829
2.64,1.27964,1.27964,2.00823,2.00823,-2.32488,-0.515192
2.65,0.882273,0.882273,1.34121,1.34121,-1.57224,-0.32452
2.66,0.497547,0.497547,0.639332,0.639332,-0.803895,-0.100258
2.67,0.110562,0.110562,-0.071649,-0.071649,-0.0275157,0.128843
2.68,-0.293966,-0.293966,-0.765477,-0.765477,0.749139,0.333409
2.69,-0.729094,-0.729094,-1.41812,-1.41812,1.51831,0.487214
2.7,-1.20333,-1.20333,-2.0102,-2.0102,2.27231,0.570539
2.71,-1.71891,-1.71891,-2.52883,-2.52883,3.0036,0.572702
2.72,-2.27084,-2.27084,-2.96865,-2.96865,3.70488,0.493426
2.73,-2.84701,-2.84701,-3.3319,-3.3319,4.36915,0.342873
2.74,-3.42905,-3.42905,-3.62753,-3.62753,4.98976,0.140346
2.75,-3.99424,-3.99424,-3.86952,-3.86952,5.56052,-0.0881899
2.76,-4.51781,-4.51781,-4.07454,-4.07454,6.07571,-0.313435
2.77,-4.97571,-4.97571,-4.25939,-4.25939,6.5302,-0.506511
2.78,-5.34722,-5.34722,-4.43835,-4.43835,6.91944,-0.642666
2.79,-5.61725,-5.61725,-4.62102,-4.62102,7.23955,-0.704442
2.8,-5.77794,-5.77794,-4.81073,-4.81073,7.48732,-0.68392
2.81,-5.82939,-5.82939,-5.00387,-5.00387,7.66028,-0.58373
2.82,-5.77948,-5.77948,-5.19015,-5.19015,7.7567,-0.416719
2.83,-5.64265,-5.64265,-5.35373,-5.35373,7.77561,-0.204297
2.84,-5.43803,-5.43803,-5.47523,-5.47523,7.71684,0.0263011
2.85,-5.18695,-5.18695,-5.53415,-5.53415,7.58096,0.245512
2.86,-4.91022,-4.91022,-5.51159,-5.51159,7.36934,0.42523
2.87,-4.62566,-4.62566,-5.39275,-5.39275,7.08408,0.542416
2.88,-4.34588,-4.34588,-5.16901,-5.16901,6.72804,0.582045
2.89,-4.077,-4.077,-4.83931,-4.83931,6.30478,0.539036
2.9,-3.81811,-3.81811,-4.41053,-4.41053,5.81852,0.418904
2.91,-3.56175,-3.56175,-3.89699,-3.89699,5.27413,0.23705
2.92,-3.29529,-3.29529,-3.31903,-3.31903,4.67704,0.0167886
2.93,-3.00298,-3.00298,-2.70085,-2.70085,4.03321,-0.213641
2.94,-2.66847,-2.66847,-2.06786,-2.06786,3.34909,-0.424696
2.95,-2.27747,-2.27747,-1.44405,-1.44405,2.63151,-0.589318
2.96,-1.82011,-1.82011,-0.849396,-0.849396,1.88763,-0.686401
2.97,-1.29287,-1.29287,-0.297968,-0.297968,1.12489,-0.703499
2.98,-0.699563,-0.699563,0.203299,0.203299,0.350911,-0.63842
2.99,-0.0515723,-0.0515723,0.654837,0.654837,-0.426573,-0.499507
3,0.63302,0.63302,1.06375,1.06375,-1.19979,-0.30457
3.01,1.33108,1.33108,1.44224,1.44224,-1.96103,-0.0786005
3.02,2.01674,2.01674,1.80541,1.80541,-2.70267,0.14943
3.03,2.66409,2.66409,2.16871,2.16871,-3.4173,0.350287
3.04,3.24987,3.24987,2.54529,2.54529,-4.0978,0.49822
3.05,3.75587,3.75587,2.94374,2.94374,-4.73734,0.574261
3.06,4.17067,4.17067,3.36646,3.36646,-5.32956,0.568663
3.07,4.4906,4.4906,3.80874,3.80874,-5.86852,0.482143
3.08,4.71968,4.71968,4.25894,4.25894,-6.34885,0.325794
3.09,4.86871,4.86871,4.69949,4.69949,-6.76574,0.11966
3.1,4.95342,4.95342,5.10875,5.10875,-7.11503,-0.109831
3.11,4.99215,4.99215,5.46345,5.46345,-7.39322,-0.333257
3.12,5.00319,5.00319,5.74137,5.74137,-7.59755,-0.521972
3.13,5.0022,5.0022,5.92396,5.92396,-7.72597,-0.651783
3.14,5.00005,5.00005,5.99855,5.99855,-7.77719,-0.706048
3.15,5.00129,5.00129,5.95986,5.95986,-7.7507,-0.677808
3.16,5.00355,5.00355,5.81062,5.81062,-7.64677,-0.570684
3.17,4.99785,4.99785,5.56129,5.56129,-7.46644,-0.398411
3.18,4.96985,4.96985,5.22876,5.22876,-7.2115,-0.183075
3.19,4.90183,4.90183,4.83434,4.83434,-6.88451,0.047717
3.2,4.77517,4.77517,4.40129,4.40129,-6.48873,0.264376
3.21,4.57303,4.57303,3.95202,3.95202,-6.02812,0.439124
3.22,4.28283,4.28283,3.50564,3.50564,-5.50728,0.549558
3.23,3.89823,3.89823,3.07584,3.07584,-4.93141,0.581519
3.24,3.4204,3.4204,2.66958,2.66958,-4.30627,0.530911
3.25,2.85835,2.85835,2.2867,2.2867,-3.6381,0.40422
3.26,2.22828,2.22828,1.92042,1.92042,-2.93358,0.21769
3.27,1.55209,1.55209,1.55883,1.55883,-2.19975,-0.00476448
3.28,0.855114,0.855114,1.18692,1.18692,-1.44394,-0.234624
3.29,0.16354,0.16354,0.789216,0.789216,-0.6737,-0.442419
3.3,-0.498353,-0.498353,0.352309,0.352309,0.103269,-0.601509
3.31,-1.11066,-1.11066,-0.13273,-0.13273,0.879206,-0.691497
3.32,-1.65973,-1.65973,-0.668578,-0.668578,1.64636,-0.700847
3.33,-2.1393,-2.1393,-1.25066,-1.25066,2.39706,-0.628359
3.34,-2.55063,-2.55063,-1.86711,-1.86711,3.12381,-0.483328
3.35,-2.90175,-2.90175,-2.49963,-2.49963,3.81935,-0.284346
3.36,-3.20578,-3.20578,-3.12528,-3.12528,4.47673,-0.0569252
3.37,-3.47868,-3.47868,-3.71879,-3.71879,5.08938,0.169778
3.38,-3.73669,-3.73669,-4.25528,-4.25528,5.65118,0.366699
3.39,-3.99368,-3.99368,-4.71294,-4.71294,6.15651,0.508591
3.4,-4.25895,-4.25895,-5.07532,-5.07532,6.60033,0.577263
3.41,-4.53559,-4.53559,-5.33308,-5.33308,6.9782,0.56391
3.42,-4.81971,-4.81971,-5.48474,-5.48474,7.28634,0.470245
3.43,-5.10065,-5.10065,-5.53662,-5.53662,7.52169,0.308275
3.44,-5.36207,-5.36207,-5.50175,-5.50175,7.68188,0.0987675
3.45,-5.58383,-5.58383,-5.39798,-5.39798,7.76531,-0.131419
3.46,-5.74449,-5.74449,-5.24559,-5.24559,7.77116,-0.352772
3.47,-5.82392,-5.82392,-5.06461,-5.06461,7.69936,-0.536913
3.48,-5.80596,-5.80596,-4.87224,-4.87224,7.55063,-0.660235
3.49,-5.68046,-5.68046,-4.68071,-4.68071,7.32645,-0.706926
3.5,-5.44478,-5.44478,-4.49584,-4.49584,7.02908,-0.671
3.51,-5.10427,-5.10427,-4.31646,-4.31646,6.66147,-0.557063
3.52,-4.67187,-4.67187,-4.13486,-4.13486,6.2273,-0.379723
3.53,-4.16671,-4.16671,-3.93801,-3.93801,5.73091,-0.161716
3.54,-3.61208,-3.61208,-3.70967,-3.70967,5.17726,0.0690083
3.55,-3.03279,-3.03279,-3.43282,-3.43282,4.57188,0.28287
3.56,-2.45251,-2.45251,-3.09237,-3.09237,3.92082,0.45245
3.57,-1.89121,-1.89121,-2.67752,-2.67752,3.23058,0.556007
3.58,-1.36316,-1.36316,-2.18378,-2.18378,2.50806,0.580265
3.59,-0.875664,-0.875664,-1.61404,-1.61404,1.76049,0.522114
3.6,-0.42873,-0.42873,-0.978871,-0.978871,0.995324,0.389008
3.61,-0.0156975,-0.0156975,-0.295732,-0.295732,0.220214,0.198014
3.62,0.375272,0.375272,0.412583,0.412583,-0.557097,-0.0263829
3.63,0.759028,0.759028,1.12024,1.12024,-1.32884,-0.255413
3.64,1.15088,1.15088,1.80102,1.80102,-2.08731,-0.459713
3.65,1.564,1.564,2.43104,2.43104,-2.82492,-0.613091
3.66,2.00707,2.00707,2.99119,2.99119,-3.53431,-0.695882
3.67,2.48258,2.48258,3.46896,3.46896,-4.20838,-0.697473
3.68,2.98593,2.98593,3.85943,3.85943,-4.8404,-0.617659
3.69,3.5054,3.5054,4.16538,4.16538,-5.42406,-0.466672
3.7,4.02319,4.02319,4.39636,4.39636,-5.95352,-0.263871
3.71,4.51717,4.51717,4.56703,4.56703,-6.4235,-0.0352563
3.72,4.9633,4.9633,4.69479,4.69479,-6.8293,0.189863
3.73,5.33829,5.33829,4.79718,4.79718,-7.16686,0.382625
3.74,5.6223,5.6223,4.88929,4.88929,-7.43281,0.518317
