time,theta1,omega1,theta2,omega2,lensX,lensY
18.58,1.73517,1.73517,0.629304,0.629304,-1.67193,0.781963
18.59,1.94347,1.94347,0.595284,0.595284,-1.79517,0.953313
18.6,2.14806,2.14806,0.560919,0.560919,-1.91554,1.12228
18.61,2.3485,2.3485,0.52637,0.52637,-2.03284,1.28844
18.62,2.54436,2.54436,0.491798,0.491798,-2.14689,1.45138
18.63,2.73523,2.73523,0.457363,0.457363,-2.25751,1.6107
18.64,2.9207,2.9207,0.423222,0.423222,-2.36451,1.76598
18.65,3.10037,3.10037,0.389526,0.389526,-2.46773,1.91686
18.66,3.27387,3.27387,0.356427,0.356427,-2.567,2.06294
18.67,3.44081,3.44081,0.32407,0.32407,-2.66217,2.20387
18.68,3.60085,3.60085,0.292597,0.292597,-2.75308,2.33928
18.69,3.75363,3.75363,0.262144,0.262144,-2.83958,2.46886
18.7,3.89884,3.89884,0.232842,0.232842,-2.92154,2.59226
18.71,4.03617,4.03617,0.204817,0.204817,-2.99883,2.70918
18.72,4.16532,4.16532,0.178187,0.178187,-3.07132,2.81933
18.73,4.286,4.286,0.153066,0.153066,-3.1389,2.92243
18.74,4.39797,4.39797,0.12956,0.12956,-3.20145,3.01823
18.75,4.50099,4.50099,0.107766,0.107766,-3.25888,3.10648
18.76,4.59483,4.59483,0.0877761,0.0877761,-3.3111,3.18697
18.77,4.67929,4.67929,0.0696733,0.0696733,-3.35802,3.25949
18.78,4.75419,4.75419,0.0535326,0.0535326,-3.39957,3.32387
18.79,4.81937,4.81937,0.0394209,0.0394209,-3.43569,3.37994
18.8,4.87469,4.87469,0.0273964,0.0273964,-3.4663,3.42756
18.81,4.92004,4.92004,0.0175086,0.0175086,-3.49137,3.46661
18.82,4.9553,4.9553,0.00979816,0.00979816,-3.51085,3.497
18.83,4.98041,4.98041,0.00429676,0.00429676,-3.52472,3.51865
18.84,4.99532,4.99532,0.00102698,0.00102698,-3.53295,3.5315
18.85,4.99999,4.99999,2.21856e-06,2.21856e-06,-3.53553,3.53553
18.86,4.99441,4.99441,0.00122668,0.00122668,-3.53245,3.53071
18.87,4.9786,4.9786,0.00469534,0.00469534,-3.52372,3.51708
18.88,4.95258,4.95258,0.010394,0.010394,-3.50935,3.49465
18.89,4.91641,4.91641,0.0182992,0.0182992,-3.48937,3.46349
18.9,4.87018,4.87018,0.0283786,0.0283786,-3.46381,3.42367
18.91,4.81398,4.81398,0.0405906,0.0405906,-3.4327,3.3753
18.92,4.74793,4.74793,0.054885,0.054885,-3.3961,3.31848
18.93,4.67217,4.67217,0.0712027,0.0712027,-3.35407,3.25338
18.94,4.58687,4.58687,0.0894763,0.0894763,-3.30668,3.18014
18.95,4.49221,4.49221,0.10963,0.10963,-3.25399,3.09895
18.96,4.38839,4.38839,0.131579,0.131579,-3.1961,3.01002
18.97,4.27563,4.27563,0.155234,0.155234,-3.1331,2.91356
18.98,4.15418,4.15418,0.180493,0.180493,-3.06508,2.80982
18.99,4.0243,4.0243,0.207251,0.207251,-2.99216,2.69906
19,3.88626,3.88626,0.235394,0.235394,-2.91445,2.58155
19.01,3.74036,3.74036,0.264804,0.264804,-2.83208,2.45759
19.02,3.58692,3.58692,0.295353,0.295353,-2.74518,2.32749
19.03,3.42626,3.42626,0.32691,0.32691,-2.65389,2.19157
19.04,3.25872,3.25872,0.359339,0.359339,-2.55835,2.05017
19.05,3.08466,3.08466,0.392497,0.392497,-2.45872,1.90365
19.06,2.90446,2.90446,0.426238,0.426238,-2.35516,1.75237
19.07,2.71849,2.71849,0.460412,0.460412,-2.24783,1.5967
19.08,2.52716,2.52716,0.494866,0.494866,-2.1369,1.43705
19.09,2.33088,2.33088,0.529441,0.529441,-2.02255,1.27381
19.1,2.13005,2.13005,0.563981,0.563981,-1.90497,1.10738
19.11,1.92512,1.92512,0.598322,0.598322,-1.78434,0.938185
19.12,1.7165,1.7165,0.632303,0.632303,-1.66086,0.766644
19.13,1.50465,1.50465,0.665761,0.665761,-1.53471,0.593187
19.14,1.29002,1.29002,0.69853,0.69853,-1.40612,0.418248
19.15,1.07306,1.07306,0.730448,0.730448,-1.27527,0.242263
19.16,0.854227,0.854227,0.761352,0.761352,-1.14239,0.0656721
19.17,0.633985,0.633985,0.79108,0.79108,-1.00767,-0.111083
19.18,0.4128,0.4128,0.819471,0.819471,-0.871348,-0.28756
19.19,0.191138,0.191138,0.846369,0.846369,-0.733628,-0.463318
19.2,-0.0305351,-0.0305351,0.871617,0.871617,-0.594735,-0.637918
19.21,-0.251754,-0.251754,0.895066,0.895066,-0.45489,-0.810924
19.22,-0.472054,-0.472054,0.916566,0.916566,-0.314318,-0.981903
19.23,-0.690974,-0.690974,0.935976,0.935976,-0.173243,-1.15043
19.24,-0.908057,-0.908057,0.953156,0.953156,-0.0318901,-1.31608
19.25,-1.12285,-1.12285,0.967974,0.967974,0.109513,-1.47844
19.26,-1.33491,-1.33491,0.980304,0.980304,0.250741,-1.6371
19.27,-1.54378,-1.54378,0.990023,0.990023,0.391569,-1.79167
19.28,-1.74905,-1.74905,0.997019,0.997019,0.531769,-1.94177
19.29,-1.95029,-1.95029,1.00118,1.00118,0.671119,-2.08701
19.3,-2.14708,-2.14708,1.00242,1.00242,0.809395,-2.22703
19.31,-2.33901,-2.33901,1.00064,1.00064,0.946377,-2.36149
19.32,-2.52571,-2.52571,0.995748,0.995748,1.08184,-2.49005
19.33,-2.70677,-2.70677,0.987684,0.987684,1.21558,-2.61238
19.34,-2.88185,-2.88185,0.976377,0.976377,1.34737,-2.72818
19.35,-3.05058,-3.05058,0.961773,0.961773,1.47701,-2.83716
19.36,-3.21262,-3.21262,0.943825,0.943825,1.60428,-2.93905
19.37,-3.36766,-3.36766,0.922497,0.922497,1.72899,-3.0336
19.38,-3.51538,-3.51538,0.897764,0.897764,1.85093,-3.12056
19.39,-3.65548,-3.65548,0.869609,0.869609,1.96991,-3.19972
19.4,-3.78771,-3.78771,0.838028,0.838028,2.08574,-3.27089
19.41,-3.91179,-3.91179,0.803025,0.803025,2.19823,-3.33388
19.42,-4.0275,-4.0275,0.764616,0.764616,2.30721,-3.38854
19.43,-4.13461,-4.13461,0.722829,0.722829,2.41249,-3.43473
19.44,-4.23291,-4.23291,0.6777,0.6777,2.51392,-3.47233
19.45,-4.32224,-4.32224,0.629278,0.629278,2.61132,-3.50125
19.46,-4.40242,-4.40242,0.577621,0.577621,2.70454,-3.52142
19.47,-4.47332,-4.47332,0.5228,0.5228,2.79344,-3.53279
19.48,-4.53482,-4.53482,0.464896,0.464896,2.87787,-3.53533
19.49,-4.58681,-4.58681,0.403999,0.403999,2.9577,-3.52904
19.5,-4.62923,-4.62923,0.34021,0.34021,3.03279,-3.51392
19.51,-4.66199,-4.66199,0.273641,0.273641,3.10303,-3.49002
19.52,-4.68508,-4.68508,0.204415,0.204415,3.16831,-3.4574
19.53,-4.69848,-4.69848,0.132661,0.132661,3.22852,-3.41613
19.54,-4.70219,-4.70219,0.0585229,0.0585229,3.28357,-3.36633
19.55,-4.69623,-4.69623,-0.017851,-0.017851,3.33336,-3.30811
19.56,-4.68065,-4.68065,-0.0963008,-0.0963008,3.37782,-3.24163
19.57,-4.65553,-4.65553,-0.176659,-0.176659,3.41687,-3.16704
19.58,-4.62094,-4.62094,-0.258749,-0.258749,3.45046,-3.08453
19.59,-4.577,-4.577,-0.342388,-0.342388,3.47853,-2.99432
19.6,-4.52382,-4.52382,-0.427383,-0.427383,3.50103,-2.89662
19.61,-4.46157,-4.46157,-0.513538,-0.513538,3.51794,-2.79168
19.62,-4.39041,-4.39041,-0.600647,-0.600647,3.52921,-2.67977
19.63,-4.31052,-4.31052,-0.688501,-0.688501,3.53484,-2.56115
19.64,-4.2221,-4.2221,-0.776882,-0.776882,3.53481,-2.43614
19.65,-4.12538,-4.12538,-0.86557,-0.86557,3.52913,-2.30503
19.66,-4.02059,-4.02059,-0.954339,-0.954339,3.51781,-2.16817
19.67,-3.90799,-3.90799,-1.04296,-1.04296,3.50085,-2.02588
19.68,-3.78785,-3.78785,-1.1312,-1.1312,3.4783,-1.87853
19.69,-3.66045,-3.66045,-1.21883,-1.21883,3.45018,-1.72649
19.7,-3.5261,-3.5261,-1.30561,-1.30561,3.41654,-1.57013
19.71,-3.38512,-3.38512,-1.3913,-1.3913,3.37743,-1.40984
19.72,-3.23781,-3.23781,-1.47565,-1.47565,3.33292,-1.24604
19.73,-3.08454,-3.08454,-1.55844,-1.55844,3.28308,-1.07911
19.74,-2.92564,-2.92564,-1.63943,-1.63943,3.22799,-0.909493
19.75,-2.76149,-2.76149,-1.71837,-1.71837,3.16774,-0.7376
19.76,-2.59245,-2.59245,-1.79502,-1.79502,3.10241,-0.563863
19.77,-2.4189,-2.4189,-1.86917,-1.86917,3.03212,-0.388717
19.78,-2.24124,-2.24124,-1.94057,-1.94057,2.95699,-0.2126
19.79,-2.05985,-2.05985,-2.00901,-2.00901,2.87712,-0.0359508
19.8,-1.87515,-1.87515,-2.07425,-2.07425,2.79265,0.140788
19.81,-1.68753,-1.68753,-2.13609,-2.13609,2.70371,0.317175
19.82,-1.49742,-1.49742,-2.1943,-2.1943,2.61044,0.492769
19.83,-1.30523,-1.30523,-2.24869,-2.24869,2.513,0.667132
19.84,-1.11137,-1.11137,-2.29906,-2.29906,2.41154,0.839827
19.85,-0.916269,-0.916269,-2.34522,-2.34522,2.30622,1.01042
19.86,-0.720345,-0.720345,-2.38699,-2.38699,2.19721,1.17849
19.87,-0.524018,-0.524018,-2.42418,-2.42418,2.08469,1.34362
19.88,-0.327708,-0.327708,-2.45664,-2.45664,1.96883,1.50538
19.89,-0.131831,-0.131831,-2.48422,-2.48422,1.84982,1.66339
19.9,0.0631988,0.0631988,-2.50676,-2.50676,1.72786,1.81723
19.91,0.256971,0.256971,-2.52413,-2.52413,1.60313,1.96654
19.92,0.449081,0.449081,-2.53622,-2.53622,1.47583,2.11093
19.93,0.63913,0.63913,-2.54291,-2.54291,1.34617,2.25004
19.94,0.826725,0.826725,-2.54409,-2.54409,1.21436,2.38353
19.95,1.01148,1.01148,-2.53969,-2.53969,1.08061,2.51106
19.96,1.19302,1.19302,-2.52963,-2.52963,0.945125,2.63231
19.97,1.37098,1.37098,-2.51385,-2.51385,0.808131,2.74699
19.98,1.545,1.545,-2.4923,-2.4923,0.669844,2.8548
19.99,1.71472,1.71472,-2.46494,-2.46494,0.530485,2.95547
20,1.87983,1.87983,-2.43177,-2.43177,0.390278,3.04876
20.01,2.03999,2.03999,-2.39276,-2.39276,0.249446,3.13442
20.02,2.19489,2.19489,-2.34793,-2.34793,0.108215,3.21226
20.03,2.34423,2.34423,-2.2973,-2.2973,-0.0331887,3.28206
20.04,2.48774,2.48774,-2.2409,-2.2409,-0.17454,3.34366
20.05,2.62514,2.62514,-2.1788,-2.1788,-0.315611,3.3969
20.06,2.75618,2.75618,-2.11105,-2.11105,-0.456178,3.44165
20.07,2.88062,2.88062,-2.03773,-2.03773,-0.596015,3.4778
20.08,2.99824,2.99824,-1.95894,-1.95894,-0.734898,3.50526
20.09,3.10884,3.10884,-1.87478,-1.87478,-0.872606,3.52395
20.1,3.21221,3.21221,-1.78539,-1.78539,-1.00892,3.53384
20.11,3.30821,3.30821,-1.69089,-1.69089,-1.14362,3.53489
20.12,3.39666,3.39666,-1.59143,-1.59143,-1.27648,3.52711
20.13,3.47743,3.47743,-1.48719,-1.48719,-1.40731,3.51052
20.14,3.5504,3.5504,-1.37833,-1.37833,-1.53588,3.48514
20.15,3.61548,3.61548,-1.26506,-1.26506,-1.662,3.45106
20.16,3.67258,3.67258,-1.14756,-1.14756,-1.78546,3.40835
20.17,3.72164,3.72164,-1.02606,-1.02606,-1.90606,3.35713
20.18,3.7626,3.7626,-0.900777,-0.900777,-2.02362,3.29751
20.19,3.79545,3.79545,-0.771959,-0.771959,-2.13793,3.22965
20.2,3.82017,3.82017,-0.639851,-0.639851,-2.24883,3.15371
20.21,3.83678,3.83678,-0.504713,-0.504713,-2.35613,3.0699
20.22,3.84529,3.84529,-0.366815,-0.366815,-2.45965,2.97841
20.23,3.84576,3.84576,-0.226435,-0.226435,-2.55925,2.87948
20.24,3.83824,3.83824,-0.0838615,-0.0838615,-2.65475,2.77335
20.25,3.82282,3.82282,0.0606109,0.0606109,-2.746,2.66028
20.26,3.79959,3.79959,0.206679,0.206679,-2.83286,2.54057
20.27,3.76866,3.76866,0.354032,0.354032,-2.91519,2.41451
20.28,3.73017,3.73017,0.502355,0.502355,-2.99285,2.28241
20.29,3.68426,3.68426,0.651327,0.651327,-3.06573,2.14461
20.3,3.6311,3.6311,0.80062,0.80062,-3.1337,2.00145
20.31,3.57085,3.57085,0.949907,0.949907,-3.19666,1.85328
20.32,3.5037,3.5037,1.09885,1.09885,-3.2545,1.70049
20.33,3.42988,3.42988,1.24712,1.24712,-3.30714,1.54344
20.34,3.34958,3.34958,1.39438,1.39438,-3.35448,1.38253
20.35,3.26304,3.26304,1.54028,1.54028,-3.39646,1.21817
20.36,3.17051,3.17051,1.6845,1.6845,-3.43301,1.05077
20.37,3.07224,3.07224,1.82669,1.82669,-3.46407,0.880737
20.38,2.96849,2.96849,1.96652,1.96652,-3.48958,0.708504
20.39,2.85955,2.85955,2.10365,2.10365,-3.50951,0.5345
20.4,2.74568,2.74568,2.23776,2.23776,-3.52382,0.35916
20.41,2.6272,2.6272,2.36851,2.36851,-3.5325,0.182922
20.42,2.5044,2.5044,2.49559,2.49559,-3.53553,0.00622693
20.43,2.37759,2.37759,2.61869,2.61869,-3.5329,-0.170484
20.44,2.24708,2.24708,2.73749,2.73749,-3.52462,-0.346768
20.45,2.1132,2.1132,2.85168,2.85168,-3.5107,-0.522186
20.46,1.97627,1.97627,2.96098,2.96098,-3.49117,-0.696298
20.47,1.83662,1.83662,3.06511,3.06511,-3.46604,-0.86867
20.48,1.69459,1.69459,3.16377,3.16377,-3.43538,-1.03887
20.49,1.5505,1.5505,3.25672,3.25672,-3.39922,-1.20648
20.5,1.40471,1.40471,3.34368,3.34368,-3.35762,-1.37106
20.51,1.25753,1.25753,3.42443,3.42443,-3.31065,-1.53223
20.52,1.10932,1.10932,3.49872,3.49872,-3.25838,-1.68956
20.53,0.960415,0.960415,3.56634,3.56634,-3.2009,-1.84267
20.54,0.811142,0.811142,3.62708,3.62708,-3.1383,-1.99117
20.55,0.661838,0.661838,3.68075,3.68075,-3.07068,-2.1347
20.56,0.512833,0.512833,3.72718,3.72718,-2.99814,-2.27289
20.57,0.364453,0.364453,3.7662,3.7662,-2.92081,-2.4054
20.58,0.217021,0.217021,3.79766,3.79766,-2.83881,-2.53189
20.59,0.0708527,0.0708527,3.82144,3.82144,-2.75226,-2.65206
20.6,-0.0737421,-0.0737421,3.83741,3.83741,-2.66132,-2.7656
20.61,-0.216459,-0.216459,3.84549,3.84549,-2.56611,-2.87223
20.62,-0.357003,-0.357003,3.84559,3.84559,-2.4668,-2.97168
20.63,-0.495085,-0.495085,3.83764,3.83764,-2.36354,-3.0637
20.64,-0.630427,-0.630427,3.82161,3.82161,-2.25651,-3.14806
20.65,-0.762756,-0.762756,3.79746,3.79746,-2.14586,-3.22456
20.66,-0.891814,-0.891814,3.76518,3.76518,-2.03178,-3.29299
20.67,-1.01735,-1.01735,3.72479,3.72479,-1.91445,-3.3532
20.68,-1.13913,-1.13913,3.6763,3.6763,-1.79405,-3.40502
20.69,-1.25691,-1.25691,3.61977,3.61977,-1.67079,-3.44833
20.7,-1.3705,-1.3705,3.55525,3.55525,-1.54485,-3.48303
20.71,-1.47967,-1.47967,3.48283,3.48283,-1.41644,-3.50901
20.72,-1.58425,-1.58425,3.4026,3.4026,-1.28577,-3.52623
20.73,-1.68404,-1.68404,3.31469,3.31469,-1.15304,-3.53463
20.74,-1.7789,-1.7789,3.21922,3.21922,-1.01846,-3.5342
20.75,-1.86866,-1.86866,3.11636,3.11636,-0.882258,-3.52494
20.76,-1.95318,-1.95318,3.00627,3.00627,-0.744641,-3.50686
20.77,-2.03236,-2.03236,2.88913,2.88913,-0.605833,-3.48002
20.78,-2.10606,-2.10606,2.76517,2.76517,-0.466056,-3.44448
20.79,-2.17421,-2.17421,2.63458,2.63458,-0.325533,-3.40033
20.8,-2.23672,-2.23672,2.49762,2.49762,-0.18449,-3.34768
20.81,-2.29351,-2.29351,2.35454,2.35454,-0.0431513,-3.28667
20.82,-2.34455,-2.34455,2.20559,2.20559,0.0982564,-3.21744
20.83,-2.38979,-2.38979,2.05108,2.05108,0.239507,-3.14017
20.84,-2.42921,-2.42921,1.89128,1.89128,0.380374,-3.05504
20.85,-2.4628,-2.4628,1.72651,1.72651,0.520633,-2.96229
20.86,-2.49056,-2.49056,1.5571,1.5571,0.660059,-2.86213
20.87,-2.51252,-2.51252,1.38337,1.38337,0.798429,-2.75481
20.88,-2.52871,-2.52871,1.20568,1.20568,0.935521,-2.64061
20.89,-2.53917,-2.53917,1.02438,1.02438,1.07112,-2.51981
20.9,-2.54397,-2.54397,0.839839,0.839839,1.205,-2.39271
20.91,-2.54317,-2.54317,0.652431,0.652431,1.33695,-2.25963
20.92,-2.53687,-2.53687,0.462542,0.462542,1.46677,-2.1209
20.93,-2.52516,-2.52516,0.270564,0.270564,1.59424,-1.97688
20.94,-2.50815,-2.50815,0.076896,0.076896,1.71916,-1.82791
20.95,-2.48597,-2.48597,-0.118058,-0.118058,1.84133,-1.67437
20.96,-2.45875,-2.45875,-0.313889,-0.313889,1.96055,-1.51664
20.97,-2.42662,-2.42662,-0.510183,-0.510183,2.07664,-1.35513
20.98,-2.38976,-2.38976,-0.706522,-0.706522,2.1894,-1.19023
20.99,-2.34831,-2.34831,-0.902488,-0.902488,2.29866,-1.02235
21,-2.30246,-2.30246,-1.09766,-1.09766,2.40425,-0.851919
21.01,-2.25238,-2.25238,-1.29162,-1.29162,2.50598,-0.679358
21.02,-2.19826,-2.19826,-1.48394,-1.48394,2.60371,-0.505098
21.03,-2.14031,-2.14031,-1.67422,-1.67422,2.69728,-0.329577
21.04,-2.07872,-2.07872,-1.86202,-1.86202,2.78653,-0.153231
21.05,-2.01371,-2.01371,-2.04694,-2.04694,2.87132,0.0234974
21.06,-1.9455,-1.9455,-2.22857,-2.22857,2.95151,0.200167
21.07,-1.87429,-1.87429,-2.40651,-2.40651,3.02699,0.376337
21.08,-1.80033,-1.80033,-2.58036,-2.58036,3.09762,0.551565
21.09,-1.72384,-1.72384,-2.74974,-2.74974,3.1633,0.725416
21.1,-1.64506,-1.64506,-2.91425,-2.91425,3.22392,0.897453
21.11,-1.56421,-1.56421,-3.07352,-3.07352,3.27937,1.06725
21.12,-1.48154,-1.48154,-3.22721,-3.22721,3.32959,1.23437
21.13,-1.39728,-1.39728,-3.37494,-3.37494,3.37447,1.39841
21.14,-1.31168,-1.31168,-3.51639,-3.51639,3.41396,1.55896
21.15,-1.22498,-1.22498,-3.65121,-3.65121,3.44799,1.71561
21.16,-1.1374,-1.1374,-3.77911,-3.77911,3.4765,1.86797
21.17,-1.04919,-1.04919,-3.89977,-3.89977,3.49945,2.01566
21.18,-0.96059,-0.96059,-4.01291,-4.01291,3.5168,2.15832
21.19,-0.871824,-0.871824,-4.11826,-4.11826,3.52852,2.29557
21.2,-0.783122,-0.783122,-4.21556,-4.21556,3.5346,2.4271
21.21,-0.694712,-0.694712,-4.30457,-4.30457,3.53502,2.55255
21.22,-0.606815,-0.606815,-4.38507,-4.38507,3.52979,2.67163
21.23,-0.519646,-0.519646,-4.45685,-4.45685,3.51891,2.78402
21.24,-0.433417,-0.433417,-4.51973,-4.51973,3.50241,2.88946
21.25,-0.348333,-0.348333,-4.57355,-4.57355,3.4803,2.98768
21.26,-0.264593,-0.264593,-4.61815,-4.61815,3.45262,3.07843
21.27,-0.182387,-0.182387,-4.6534,-4.6534,3.41942,3.16148
21.28,-0.101902,-0.101902,-4.67919,-4.67919,3.38075,3.23663
21.29,-0.0233117,-0.0233117,-4.69545,-4.69545,3.33667,3.3037
21.3,0.0532137,0.0532137,-4.70208,-4.70208,3.28725,3.3625
21.31,0.127515,0.127515,-4.69906,-4.69906,3.23257,3.4129
21.32,0.199441,0.199441,-4.68635,-4.68635,3.17272,3.45477
21.33,0.26885,0.26885,-4.66394,-4.66394,3.1078,3.48801
21.34,0.33561,0.33561,-4.63185,-4.63185,3.0379,3.51252
21.35,0.399598,0.399598,-4.59012,-4.59012,2.96314,3.52826
21.36,0.460703,0.460703,-4.5388,-4.5388,2.88365,3.53518
21.37,0.518821,0.518821,-4.47797,-4.47797,2.79954,3.53326
21.38,0.573862,0.573862,-4.40772,-4.40772,2.71095,3.52251
21.39,0.625743,0.625743,-4.32819,-4.32819,2.61802,3.50296
21.4,0.674396,0.674396,-4.2395,-4.2395,2.52091,3.47465
21.41,0.719758,0.719758,-4.14182,-4.14182,2.41976,3.43766
21.42,0.761783,0.761783,-4.03533,-4.03533,2.31475,3.39207
21.43,0.80043,0.80043,-3.92022,-3.92022,2.20603,3.33801
21.44,0.835674,0.835674,-3.79672,-3.79672,2.09378,3.2756
21.45,0.867497,0.867497,-3.66506,-3.66506,1.97818,3.205
21.46,0.895893,0.895893,-3.5255,-3.5255,1.85941,3.1264
21.47,0.920867,0.920867,-3.37831,-3.37831,1.73767,3.03998
21.48,0.942433,0.942433,-3.22378,-3.22378,1.61316,2.94596
21.49,0.960618,0.960618,-3.06222,-3.06222,1.48606,2.84458
21.5,0.975457,0.975457,-2.89395,-2.89395,1.35658,2.73608
21.51,0.986994,0.986994,-2.71931,-2.71931,1.22493,2.62075
21.52,0.995285,0.995285,-2.53865,-2.53865,1.09133,2.49887
21.53,1.00039,1.00039,-2.35234,-2.35234,0.955973,2.37074
21.54,1.00239,1.00239,-2.16076,-2.16076,0.819091,2.23669
21.55,1.00137,1.00137,-1.9643,-1.9643,0.680898,2.09705
21.56,0.997406,0.997406,-1.76337,-1.76337,0.541617,1.95216
21.57,0.990606,0.990606,-1.55837,-1.55837,0.401469,1.8024
21.58,0.981075,0.981075,-1.34973,-1.34973,0.260678,1.64813
21.59,0.968926,0.968926,-1.13788,-1.13788,0.119471,1.48974
21.6,0.954279,0.954279,-0.923269,-0.923269,-0.0219273,1.32763
21.61,0.937261,0.937261,-0.706333,-0.706333,-0.163291,1.1622
21.62,0.918004,0.918004,-0.487527,-0.487527,-0.304393,0.99386
21.63,0.896646,0.896646,-0.267309,-0.267309,-0.445008,0.82304
21.64,0.87333,0.87333,-0.0461402,-0.0461402,-0.584911,0.650163
21.65,0.848203,0.848203,0.175516,0.175516,-0.723879,0.475661
21.66,0.821417,0.821417,0.397195,0.397195,-0.861688,0.29997
21.67,0.793126,0.793126,0.618428,0.618428,-0.998119,0.12353
21.68,0.763487,0.763487,0.838751,0.838751,-1.13295,-0.05322
21.69,0.732661,0.732661,1.0577,1.0577,-1.26598,-0.229836
21.7,0.700809,0.700809,1.27481,1.27481,-1.39697,-0.405879
21.71,0.668094,0.668094,1.48962,1.48962,-1.52573,-0.580906
21.72,0.634679,0.634679,1.70168,1.70168,-1.65205,-0.754482
21.73,0.60073,0.60073,1.91053,1.91053,-1.77573,-0.926171
21.74,0.566408,0.566408,2.11574,2.11574,-1.89657,-1.09555
21.75,0.531878,0.531878,2.31687,2.31687,-2.01437,-1.26218
21.76,0.497299,0.497299,2.51349,2.51349,-2.12895,-1.42566
21.77,0.462832,0.462832,2.70519,2.70519,-2.24013,-1.58558
21.78,0.428633,0.428633,2.89154,2.89154,-2.34772,-1.74154
21.79,0.394857,0.394857,3.07216,3.07216,-2.45155,-1.89314
21.8,0.361653,0.361653,3.24666,3.24666,-2.55146,-2.04001
21.81,0.329168,0.329168,3.41467,3.41467,-2.6473,-2.18178
21.82,0.297545,0.297545,3.57583,3.57583,-2.73889,-2.3181
21.83,0.26692,0.26692,3.7298,3.7298,-2.82611,-2.44862
21.84,0.237426,0.237426,3.87624,3.87624,-2.9088,-2.57303
21.85,0.20919,0.20919,4.01484,4.01484,-2.98684,-2.691
21.86,0.18233,0.18233,4.14531,4.14531,-3.0601,-2.80225
21.87,0.156962,0.156962,4.26736,4.26736,-3.12847,-2.90649
21.88,0.133191,0.133191,4.38073,4.38073,-3.19183,-3.00347
21.89,0.111118,0.111118,4.48519,4.48519,-3.25008,-3.09294
21.9,0.0908355,0.0908355,4.58051,4.58051,-3.30314,-3.17468
21.91,0.0724269,0.0724269,4.66647,4.66647,-3.35091,-3.24848
21.92,0.0559691,0.0559691,4.74291,4.74291,-3.39332,-3.31417
21.93,0.0415301,0.0415301,4.80965,4.80965,-3.4303,-3.37157
21.94,0.0291696,0.0291696,4.86655,4.86655,-3.4618,-3.42054
21.95,0.0189386,0.0189386,4.91349,4.91349,-3.48775,-3.46097
21.96,0.010879,0.010879,4.95036,4.95036,-3.50813,-3.49274
21.97,0.00502401,0.00502401,4.9771,4.9771,-3.52289,-3.51579
21.98,0.00139768,0.00139768,4.99363,4.99363,-3.53202,-3.53004
21.99,1.48412e-05,1.48412e-05,4.99993,4.99993,-3.5355,-3.53548
22,0.000881176,0.000881176,4.99599,4.99599,-3.53332,-3.53207
22.01,0.00399313,0.00399313,4.9818,4.9818,-3.52549,-3.51984
22.02,0.00933794,0.00933794,4.9574,4.9574,-3.51202,-3.49881
22.03,0.0168937,0.0168937,4.92285,4.92285,-3.49293,-3.46904
22.04,0.0266293,0.0266293,4.87822,4.87822,-3.46825,-3.43059
22.05,0.0385048,0.0385048,4.82359,4.82359,-3.43802,-3.38357
22.06,0.0524713,0.0524713,4.7591,4.7591,-3.4023,-3.32809
22.07,0.0684711,0.0684711,4.68488,4.68488,-3.36113,-3.2643
22.08,0.086438,0.086438,4.60109,4.60109,-3.31458,-3.19234
22.09,0.106298,0.106298,4.5079,4.5079,-3.26273,-3.11241
22.1,0.127967,0.127967,4.40553,4.40553,-3.20567,-3.02469
22.11,0.151356,0.151356,4.29418,4.29418,-3.14347,-2.92942
22.12,0.176367,0.176367,4.1741,4.1741,-3.07624,-2.82682
22.13,0.202893,0.202893,4.04554,4.04554,-3.0041,-2.71716
22.14,0.230824,0.230824,3.90878,3.90878,-2.92714,-2.60071
22.15,0.26004,0.26004,3.76411,3.76411,-2.84551,-2.47775
22.16,0.290417,0.290417,3.61185,3.61185,-2.75932,-2.34861
22.17,0.321822,0.321822,3.45231,3.45231,-2.66872,-2.21359
22.18,0.354122,0.354122,3.28585,3.28585,-2.57385,-2.07304
22.19,0.387173,0.387173,3.1128,3.1128,-2.47486,-1.92731
22.2,0.420831,0.420831,2.93355,2.93355,-2.37191,-1.77676
22.21,0.454947,0.454947,2.74848,2.74848,-2.26517,-1.62177
22.22,0.489366,0.489366,2.55798,2.55798,-2.1548,-1.46273
22.23,0.523933,0.523933,2.36245,2.36245,-2.04098,-1.30003
22.24,0.558489,0.558489,2.16232,2.16232,-1.92391,-1.13408
22.25,0.592873,0.592873,1.95801,1.95801,-1.80375,-0.9653
22.26,0.626922,0.626922,1.74995,1.74995,-1.68071,-0.794104
22.27,0.660474,0.660474,1.53859,1.53859,-1.55497,-0.620923
22.28,0.693364,0.693364,1.32437,1.32437,-1.42676,-0.446191
22.29,0.725429,0.725429,1.10775,1.10775,-1.29625,-0.270343
22.3,0.756505,0.756505,0.889185,0.889185,-1.16368,-0.0938192
22.31,0.786431,0.786431,0.669137,0.669137,-1.02924,0.0829388
22.32,0.815045,0.815045,0.448072,0.448072,-0.893159,0.25949
22.33,0.842191,0.842191,0.226454,0.226454,-0.755646,0.435392
22.34,0.867713,0.867713,0.00475137,0.00475137,-0.616925,0.610206
22.35,0.891458,0.891458,-0.216571,-0.216571,-0.477217,0.783494
22.36,0.913278,0.913278,-0.437048,-0.437048,-0.336746,0.954825
