time,theta1,omega1,theta2,omega2,lensX,lensY
0.93,1.75109,1.75109,-2.06284,-2.06284,0.220435,2.69686
0.94,1.9695,1.9695,-2.03145,-2.03145,0.0438005,2.8291
0.95,2.18079,2.18079,-1.99278,-1.99278,-0.132944,2.95116
0.96,2.38433,2.38433,-1.94683,-1.94683,-0.309356,3.06259
0.97,2.57953,2.57953,-1.89364,-1.89364,-0.484994,3.16301
0.98,2.76582,2.76582,-1.83326,-1.83326,-0.659421,3.25204
0.99,2.94267,2.94267,-1.76577,-1.76577,-0.832199,3.32937
1,3.10958,3.10958,-1.69127,-1.69127,-1.0029,3.39471
1.01,3.26608,3.26608,-1.60991,-1.60991,-1.17109,3.44784
1.02,3.41173,3.41173,-1.52184,-1.52184,-1.33635,3.48856
1.03,3.54614,3.54614,-1.42726,-1.42726,-1.49828,3.51673
1.04,3.66896,3.66896,-1.32638,-1.32638,-1.65646,3.53224
1.05,3.77986,3.77986,-1.21943,-1.21943,-1.8105,3.53503
1.06,3.87856,3.87856,-1.10669,-1.10669,-1.96001,3.52511
1.07,3.96483,3.96483,-0.988445,-0.988445,-2.10462,3.5025
1.08,4.03847,4.03847,-0.865004,-0.865004,-2.24398,3.46728
1.09,4.09931,4.09931,-0.736705,-0.736705,-2.37772,3.41958
1.1,4.14726,4.14726,-0.603907,-0.603907,-2.50553,3.35958
1.11,4.18222,4.18222,-0.466987,-0.466987,-2.62707,3.28749
1.12,4.20417,4.20417,-0.326345,-0.326345,-2.74204,3.20356
1.13,4.21313,4.21313,-0.182396,-0.182396,-2.85016,3.10811
1.14,4.20914,4.20914,-0.035575,-0.035575,-2.95116,3.00147
1.15,4.19229,4.19229,0.113668,0.113668,-3.04477,2.88402
1.16,4.16273,4.16273,0.26487,0.26487,-3.13078,2.7562
1.17,4.12061,4.12061,0.417552,0.417552,-3.20897,2.61846
1.18,4.06617,4.06617,0.571226,0.571226,-3.27913,2.4713
1.19,3.99963,3.99963,0.725393,0.725393,-3.3411,2.31524
1.2,3.9213,3.9213,0.879547,0.879547,-3.39471,2.15085
1.21,3.8315,3.8315,1.03318,1.03318,-3.43985,1.97871
1.22,3.73058,3.73058,1.18576,1.18576,-3.47638,1.79946
1.23,3.61894,3.61894,1.33678,1.33678,-3.50422,1.61373
1.24,3.497,3.497,1.48571,1.48571,-3.52331,1.4222
1.25,3.36521,3.36521,1.63204,1.63204,-3.53359,1.22554
1.26,3.22406,3.22406,1.77523,1.77523,-3.53503,1.02448
1.27,3.07405,3.07405,1.91479,1.91479,-3.52765,0.819722
1.28,2.91573,2.91573,2.0502,2.0502,-3.51144,0.612019
1.29,2.74963,2.74963,2.18096,2.18096,-3.48646,0.402114
1.3,2.57636,2.57636,2.30658,2.30658,-3.45276,0.190761
1.31,2.39649,2.39649,2.42658,2.42658,-3.41043,-0.021278
1.32,2.21066,2.21066,2.54051,2.54051,-3.35958,-0.233241
1.33,2.01947,2.01947,2.6479,2.6479,-3.30033,-0.444364
1.34,1.82359,1.82359,2.74833,2.74833,-3.23283,-0.653888
1.35,1.62366,1.62366,2.84138,2.84138,-3.15725,-0.861059
1.36,1.42033,1.42033,2.92665,2.92665,-3.07378,-1.06513
1.37,1.21429,1.21429,3.00379,3.00379,-2.98263,-1.26537
1.38,1.00619,1.00619,3.07243,3.07243,-2.88402,-1.46105
1.39,0.796717,0.796717,3.13226,3.13226,-2.77821,-1.65148
1.4,0.586534,0.586534,3.18298,3.18298,-2.66545,-1.83596
1.41,0.376313,0.376313,3.22431,3.22431,-2.54602,-2.01384
1.42,0.166716,0.166716,3.25602,3.25602,-2.42024,-2.18447
1.43,-0.0415986,-0.0415986,3.27789,3.27789,-2.2884,-2.34723
1.44,-0.247985,-0.247985,3.28974,3.28974,-2.15085,-2.50155
1.45,-0.451806,-0.451806,3.29143,3.29143,-2.00792,-2.64687
1.46,-0.652441,-0.652441,3.28283,3.28283,-1.85996,-2.78266
1.47,-0.849281,-0.849281,3.26386,3.26386,-1.70737,-2.90843
1.48,-1.04174,-1.04174,3.23447,3.23447,-1.5505,-3.02374
1.49,-1.22924,-1.22924,3.19465,3.19465,-1.38976,-3.12816
1.5,-1.41124,-1.41124,3.14441,3.14441,-1.22554,-3.22133
1.51,-1.5872,-1.5872,3.08381,3.08381,-1.05826,-3.30291
1.52,-1.75663,-1.75663,3.01293,3.01293,-0.888338,-3.37259
1.53,-1.91905,-1.91905,2.9319,2.9319,-0.716193,-3.43014
1.54,-2.07401,-2.07401,2.84088,2.84088,-0.542258,-3.47535
1.55,-2.22108,-2.22108,2.74005,2.74005,-0.366968,-3.50805
1.56,-2.35987,-2.35987,2.62965,2.62965,-0.190761,-3.52812
1.57,-2.49002,-2.49002,2.50993,2.50993,-0.0140772,-3.53549
1.58,-2.61119,-2.61119,2.38118,2.38118,0.162642,-3.53014
1.59,-2.7231,-2.7231,2.24375,2.24375,0.338955,-3.51209
1.6,-2.82547,-2.82547,2.09797,2.09797,0.51442,-3.4814
1.61,-2.91807,-2.91807,1.94424,1.94424,0.6886,-3.43817
1.62,-3.0007,-3.0007,1.78298,1.78298,0.861059,-3.38258
1.63,-3.07321,-3.07321,1.61464,1.61464,1.03136,-3.31481
1.64,-3.13545,-3.13545,1.43968,1.43968,1.19909,-3.23511
1.65,-3.18735,-3.18735,1.25861,1.25861,1.36382,-3.14377
1.66,-3.22883,-3.22883,1.07195,1.07195,1.52515,-3.04111
1.67,-3.25988,-3.25988,0.880241,0.880241,1.68266,-2.92751
1.68,-3.2805,-3.2805,0.68406,0.68406,1.83596,-2.80337
1.69,-3.29075,-3.29075,0.48399,0.48399,1.98468,-2.66914
1.7,-3.29069,-3.29069,0.280634,0.280634,2.12843,-2.52531
1.71,-3.28045,-3.28045,0.0746145,0.0746145,2.26687,-2.37239
1.72,-3.26016,-3.26016,-0.133436,-0.133436,2.39964,-2.21093
1.73,-3.23001,-3.23001,-0.342872,-0.342872,2.52641,-2.04151
1.74,-3.19019,-3.19019,-0.553038,-0.553038,2.64687,-1.86475
1.75,-3.14096,-3.14096,-0.763272,-0.763272,2.76071,-1.68128
1.76,-3.08256,-3.08256,-0.972905,-0.972905,2.86765,-1.49175
1.77,-3.0153,-3.0153,-1.18127,-1.18127,2.96742,-1.29686
1.78,-2.93949,-2.93949,-1.38768,-1.38768,3.05978,-1.0973
1.79,-2.85549,-2.85549,-1.59148,-1.59148,3.14448,-0.893787
1.8,-2.76365,-2.76365,-1.792,-1.792,3.22133,-0.68706
1.81,-2.66437,-2.66437,-1.98857,-1.98857,3.29013,-0.47786
1.82,-2.55806,-2.55806,-2.18055,-2.18055,3.3507,-0.266941
1.83,-2.44515,-2.44515,-2.36728,-2.36728,3.4029,-0.0550612
1.84,-2.32608,-2.32608,-2.54814,-2.54814,3.44659,0.157017
1.85,-2.20132,-2.20132,-2.7225,-2.7225,3.48167,0.36853
1.86,-2.07135,-2.07135,-2.88978,-2.88978,3.50805,0.578717
1.87,-1.93665,-1.93665,-3.04938,-3.04938,3.52565,0.786821
1.88,-1.79772,-1.79772,-3.20075,-3.20075,3.53445,0.992093
1.89,-1.65506,-1.65506,-3.34335,-3.34335,3.53441,1.19379
1.9,-1.5092,-1.5092,-3.47666,-3.47666,3.52554,1.3912
1.91,-1.36065,-1.36065,-3.6002,-3.6002,3.50785,1.5836
1.92,-1.20993,-1.20993,-3.71351,-3.71351,3.4814,1.7703
1.93,-1.05756,-1.05756,-3.81616,-3.81616,3.44624,1.95063
1.94,-0.904064,-0.904064,-3.90776,-3.90776,3.40247,2.12393
1.95,-0.749959,-0.749959,-3.98794,-3.98794,3.3502,2.2896
1.96,-0.595759,-0.595759,-4.05637,-4.05637,3.28955,2.44702
1.97,-0.441973,-0.441973,-4.11276,-4.11276,3.22068,2.59564
1.98,-0.2891,-0.2891,-4.15686,-4.15686,3.14377,2.73492
1.99,-0.137631,-0.137631,-4.18843,-4.18843,3.05899,2.86435
2,0.0119561,0.0119561,-4.20731,-4.20731,2.96657,2.98347
2.01,0.159193,0.159193,-4.21336,-4.21336,2.86673,3.09186
2.02,0.303629,0.303629,-4.20647,-4.20647,2.75973,3.18912
2.03,0.444827,0.444827,-4.18659,-4.18659,2.64582,3.2749
2.04,0.582366,0.582366,-4.15369,-4.15369,2.52531,3.3489
2.05,0.715847,0.715847,-4.10782,-4.10782,2.39848,3.41084
2.06,0.844887,0.844887,-4.04902,-4.04902,2.26566,3.46051
2.07,0.969124,0.969124,-3.97741,-3.97741,2.12718,3.49773
2.08,1.08822,1.08822,-3.89314,-3.89314,1.98338,3.52235
2.09,1.20186,1.20186,-3.7964,-3.7964,1.83462,3.5343
2.1,1.30974,1.30974,-3.68743,-3.68743,1.68128,3.53353
2.11,1.41161,1.41161,-3.56649,-3.56649,1.52373,3.52005
2.12,1.50721,1.50721,-3.4339,-3.4339,1.36238,3.49389
2.13,1.59633,1.59633,-3.29001,-3.29001,1.19762,3.45516
2.14,1.67877,1.67877,-3.13521,-3.13521,1.02986,3.404
2.15,1.75437,1.75437,-2.96993,-2.96993,0.859536,3.34058
2.16,1.82298,1.82298,-2.79463,-2.79463,0.68706,3.26515
2.17,1.8845,1.8845,-2.60981,-2.60981,0.512867,3.17796
2.18,1.93885,1.93885,-2.41599,-2.41599,0.337392,3.07933
2.19,1.98595,1.98595,-2.21374,-2.21374,0.161074,2.96963
2.2,2.02577,2.02577,-2.00365,-2.00365,-0.0156472,2.84923
2.21,2.05832,2.05832,-1.78633,-1.78633,-0.192329,2.71858
2.22,2.08362,2.08362,-1.56244,-1.56244,-0.36853,2.57815
2.23,2.10169,2.10169,-1.33263,-1.33263,-0.54381,2.42844
2.24,2.11263,2.11263,-1.09761,-1.09761,-0.717731,2.26998
2.25,2.11653,2.11653,-0.858078,-0.858078,-0.889857,2.10336
2.26,2.11349,2.11349,-0.614767,-0.614767,-1.05976,1.92917
2.27,2.10368,2.10368,-0.368419,-0.368419,-1.22701,1.74804
2.28,2.08725,2.08725,-0.119792,-0.119792,-1.3912,1.56061
2.29,2.06438,2.06438,0.130348,0.130348,-1.55191,1.36757
2.3,2.0353,2.0353,0.381225,0.381225,-1.70874,1.16961
2.31,2.00022,2.00022,0.632058,0.632058,-1.8613,0.967435
2.32,1.95938,1.95938,0.882064,0.882064,-2.00921,0.76178
2.33,1.91306,1.91306,1.13046,1.13046,-2.15209,0.553384
2.34,1.86153,1.86153,1.37646,1.37646,-2.2896,0.342997
2.35,1.80507,1.80507,1.61928,1.61928,-2.42138,0.131375
2.36,1.744,1.744,1.85816,1.85816,-2.54711,-0.08072
2.37,1.67864,1.67864,2.09233,2.09233,-2.66648,-0.292524
2.38,1.60931,1.60931,2.32105,2.32105,-2.77918,-0.503276
2.39,1.53634,1.53634,2.54357,2.54357,-2.88493,-0.712216
2.4,1.46009,1.46009,2.75918,2.75918,-2.98347,-0.918593
2.41,1.38091,1.38091,2.96718,2.96718,-3.07456,-1.12166
2.42,1.29914,1.29914,3.16689,3.16689,-3.15796,-1.3207
2.43,1.21515,1.21515,3.35766,3.35766,-3.23347,-1.51498
2.44,1.12931,1.12931,3.53886,3.53886,-3.30089,-1.70381
2.45,1.04197,1.04197,3.70989,3.70989,-3.36007,-1.88651
2.46,0.953485,0.953485,3.87018,3.87018,-3.41084,-2.06241
2.47,0.864224,0.864224,4.01919,4.01919,-3.4531,-2.2309
2.48,0.774537,0.774537,4.15642,4.15642,-3.48672,-2.39135
2.49,0.684774,0.684774,4.28141,4.28141,-3.51162,-2.54321
2.5,0.595276,0.595276,4.39372,4.39372,-3.52775,-2.6859
2.51,0.506378,0.506378,4.49295,4.49295,-3.53506,-2.81893
2.52,0.418406,0.418406,4.57877,4.57877,-3.53353,-2.94182
2.53,0.331675,0.331675,4.65085,4.65085,-3.52318,-3.05412
2.54,0.24649,0.24649,4.70893,4.70893,-3.50401,-3.15542
2.55,0.163142,0.163142,4.7528,4.7528,-3.47609,-3.24538
2.56,0.0819085,0.0819085,4.78225,4.78225,-3.43948,-3.32365
2.57,0.00305453,0.00305453,4.79718,4.79718,-3.39428,-3.38996
2.58,-0.0731717,-0.0731717,4.79747,4.79747,-3.34058,-3.44407
2.59,-0.146537,-0.146537,4.7831,4.7831,-3.27854,-3.48578
2.6,-0.216827,-0.216827,4.75406,4.75406,-3.20831,-3.51495
2.61,-0.283842,-0.283842,4.71041,4.71041,-3.13005,-3.53147
2.62,-0.347402,-0.347402,4.65224,4.65224,-3.04398,-3.53528
2.63,-0.407346,-0.407346,4.57969,4.57969,-2.95029,-3.52636
2.64,-0.46353,-0.46353,4.49295,4.49295,-2.84923,-3.50476
2.65,-0.51583,-0.51583,4.39226,4.39226,-2.74105,-3.47054
2.66,-0.564143,-0.564143,4.27789,4.27789,-2.62601,-3.42383
2.67,-0.608385,-0.608385,4.15017,4.15017,-2.50442,-3.3648
2.68,-0.64849,-0.64849,4.00945,4.00945,-2.37656,-3.29366
2.69,-0.684413,-0.684413,3.85616,3.85616,-2.24276,-3.21067
2.7,-0.71613,-0.71613,3.69073,3.69073,-2.10336,-3.11612
2.71,-0.743634,-0.743634,3.51366,3.51366,-1.9587,-3.01036
2.72,-0.766939,-0.766939,3.32546,3.32546,-1.80915,-2.89376
2.73,-0.786077,-0.786077,3.1267,3.1267,-1.65507,-2.76675
2.74,-0.8011,-0.8011,2.91797,2.91797,-1.49686,-2.62978
2.75,-0.812076,-0.812076,2.69991,2.69991,-1.3349,-2.48335
2.76,-0.819092,-0.819092,2.47317,2.47317,-1.16961,-2.32798
2.77,-0.82225,-0.82225,2.23843,2.23843,-1.00139,-2.16423
2.78,-0.821671,-0.821671,1.99642,1.99642,-0.830673,-1.99269
2.79,-0.817489,-0.817489,1.74787,1.74787,-0.657878,-1.81398
2.8,-0.809853,-0.809853,1.49354,1.49354,-0.483439,-1.62874
2.81,-0.798927,-0.798927,1.23421,1.23421,-0.307792,-1.43765
2.82,-0.784887,-0.784887,0.970679,0.970679,-0.131375,-1.24137
2.83,-0.767919,-0.767919,0.703756,0.703756,0.0453705,-1.04063
2.84,-0.748223,-0.748223,0.434265,0.434265,0.222002,-0.836145
2.85,-0.726007,-0.726007,0.163038,0.163038,0.398079,-0.62865
2.86,-0.701488,-0.701488,-0.109085,-0.109085,0.573161,-0.418892
2.87,-0.674889,-0.674889,-0.38126,-0.38126,0.74681,-0.207627
2.88,-0.646442,-0.646442,-0.652644,-0.652644,0.918593,0.00438549
2.89,-0.616383,-0.616383,-0.922394,-0.922394,1.08808,0.216382
2.9,-0.584952,-0.584952,-1.18967,-1.18967,1.25485,0.4276
2.91,-0.55239,-0.55239,-1.45364,-1.45364,1.41848,0.637279
2.92,-0.518944,-0.518944,-1.71348,-1.71348,1.57856,0.844665
2.93,-0.484857,-0.484857,-1.96838,-1.96838,1.7347,1.04901
2.94,-0.450374,-0.450374,-2.21755,-2.21755,1.88651,1.24958
2.95,-0.415736,-0.415736,-2.4602,-2.4602,2.03359,1.44565
2.96,-0.381184,-0.381184,-2.69558,-2.69558,2.1756,1.63652
2.97,-0.34695,-0.34695,-2.92295,-2.92295,2.31217,1.82151
2.98,-0.313266,-0.313266,-3.14159,-3.14159,2.44296,1.99993
2.99,-0.280353,-0.280353,-3.35083,-3.35083,2.56764,2.17116
3,-0.248428,-0.248428,-3.55001,-3.55001,2.6859,2.33457
3.01,-0.217697,-0.217697,-3.7385,-3.7385,2.79745,2.48958
3.02,-0.188357,-0.188357,-3.91571,-3.91571,2.90201,2.63564
3.03,-0.160595,-0.160595,-4.08108,-4.08108,2.99932,2.7722
3.04,-0.134587,-0.134587,-4.2341,-4.2341,3.08913,2.89879
3.05,-0.110496,-0.110496,-4.37428,-4.37428,3.17121,3.01495
3.06,-0.0884725,-0.0884725,-4.50118,-4.50118,3.24538,3.12026
3.07,-0.068654,-0.068654,-4.61441,-4.61441,3.31142,3.21433
3.08,-0.0511627,-0.0511627,-4.7136,-4.7136,3.3692,3.29684
3.09,-0.0361066,-0.0361066,-4.79845,-4.79845,3.41855,3.36749
3.1,-0.0235782,-0.0235782,-4.86869,-4.86869,3.45936,3.42601
3.11,-0.0136543,-0.0136543,-4.92409,-4.92409,3.49152,3.47221
3.12,-0.00639565,-0.00639565,-4.96449,-4.96449,3.51495,3.5059
3.13,-0.0018466,-0.0018466,-4.98976,-4.98976,3.5296,3.52698
3.14,-3.48771e-05,-3.48771e-05,-4.99981,-4.99981,3.53542,3.53537
3.15,-0.000971549,-0.000971549,-4.99461,-4.99461,3.53241,3.53104
3.16,-0.0046509,-0.0046509,-4.97419,-4.97419,3.52057,3.51399
3.17,-0.0110505,-0.0110505,-4.9386,-4.9386,3.49993,3.4843
3.18,-0.0201312,-0.0201312,-4.88796,-4.88796,3.47054,3.44207
3.19,-0.0318376,-0.0318376,-4.82242,-4.82242,3.43248,3.38745
3.2,-0.0460978,-0.0460978,-4.7422,-4.7422,3.38584,3.32065
3.21,-0.0628244,-0.0628244,-4.64754,-4.64754,3.33073,3.24189
3.22,-0.0819143,-0.0819143,-4.53875,-4.53875,3.2673,3.15146
3.23,-0.103249,-0.103249,-4.41616,-4.41616,3.19571,3.04969
3.24,-0.126697,-0.126697,-4.28017,-4.28017,3.11612,2.93695
3.25,-0.152112,-0.152112,-4.13119,-4.13119,3.02875,2.81363
3.26,-0.179334,-0.179334,-3.9697,-3.9697,2.93381,2.68019
3.27,-0.208191,-0.208191,-3.7962,-3.7962,2.83153,2.5371
3.28,-0.2385,-0.2385,-3.61124,-3.61124,2.72218,2.38489
3.29,-0.270067,-0.270067,-3.4154,-3.4154,2.60602,2.22409
3.3,-0.302688,-0.302688,-3.2093,-3.2093,2.48335,2.05528
3.31,-0.33615,-0.33615,-2.99357,-2.99357,2.35447,1.87908
3.32,-0.370233,-0.370233,-2.76891,-2.76891,2.21971,1.69612
3.33,-0.40471,-0.40471,-2.536,-2.536,2.0794,1.50705
3.34,-0.439346,-0.439346,-2.29558,-2.29558,1.93389,1.31256
3.35,-0.473905,-0.473905,-2.04841,-2.04841,1.78355,1.11334
3.36,-0.508144,-0.508144,-1.79525,-1.79525,1.62874,0.91012
3.37,-0.541821,-0.541821,-1.53689,-1.53689,1.46987,0.703623
3.38,-0.574691,-0.574691,-1.27415,-1.27415,1.30733,0.494593
3.39,-0.606509,-0.606509,-1.00784,-1.00784,1.14152,0.283782
3.4,-0.637031,-0.637031,-0.738785,-0.738785,0.972849,0.0719511
3.41,-0.666017,-0.666017,-0.467831,-0.467831,0.801752,-0.140139
3.42,-0.69323,-0.69323,-0.195815,-0.195815,0.62865,-0.351725
3.43,-0.718436,-0.718436,0.0764159,0.0764159,0.453977,-0.562045
3.44,-0.74141,-0.74141,0.348019,0.348019,0.278169,-0.770343
3.45,-0.761932,-0.761932,0.618154,0.618154,0.101667,-0.975868
3.46,-0.77979,-0.77979,0.885984,0.885984,-0.0750905,-1.17788
3.47,-0.794784,-0.794784,1.15069,1.15069,-0.25166,-1.37565
3.48,-0.806722,-0.806722,1.41144,1.41144,-0.4276,-1.56848
3.49,-0.815424,-0.815424,1.66745,1.66745,-0.602472,-1.75566
3.5,-0.820723,-0.820723,1.91792,1.91792,-0.775837,-1.93652
3.51,-0.822465,-0.822465,2.1621,2.1621,-0.947264,-2.11041
3.52,-0.820511,-0.820511,2.39923,2.39923,-1.11632,-2.2767
3.53,-0.814736,-0.814736,2.62859,2.62859,-1.28259,-2.4348
3.54,-0.805032,-0.805032,2.8495,2.8495,-1.44565,-2.58414
3.55,-0.791306,-0.791306,3.06127,3.06127,-1.6051,-2.72418
3.56,-0.773485,-0.773485,3.26327,3.26327,-1.76054,-2.85441
3.57,-0.751512,-0.751512,3.45489,3.45489,-1.91158,-2.97438
3.58,-0.725347,-0.725347,3.63557,3.63557,-2.05784,-3.08363
3.59,-0.694973,-0.694973,3.80476,3.80476,-2.19895,-3.18179
3.6,-0.660388,-0.660388,3.96197,3.96197,-2.33457,-3.2685
3.61,-0.621611,-0.621611,4.10674,4.10674,-2.46436,-3.34345
3.62,-0.578681,-0.578681,4.23864,4.23864,-2.58798,-3.40636
3.63,-0.531657,-0.531657,4.3573,4.3573,-2.70514,-3.45701
3.64,-0.480616,-0.480616,4.46238,4.46238,-2.81553,-3.49522
3.65,-0.425656,-0.425656,4.55359,4.55359,-2.91889,-3.52086
3.66,-0.366896,-0.366896,4.63068,4.63068,-3.01495,-3.53382
3.67,-0.304471,-0.304471,4.69345,4.69345,-3.10348,-3.53406
3.68,-0.238538,-0.238538,4.74174,4.74174,-3.18424,-3.52159
3.69,-0.169271,-0.169271,4.77544,4.77544,-3.25705,-3.49644
3.7,-0.096862,-0.096862,4.79449,4.79449,-3.32172,-3.45871
3.71,-0.0215225,-0.0215225,4.79886,4.79886,-3.37809,-3.40853
3.72,0.0565207,0.0565207,4.78859,4.78859,-3.42601,-3.34608
3.73,0.137024,0.137024,4.76375,4.76375,-3.46537,-3.27159
