time,theta1,omega1,theta2,omega2,lensX,lensY
21.47,-0.350142,-0.350142,4.64932,4.64932,-3.03998,-3.53515
21.48,-0.409922,-0.409922,4.57613,4.57613,-2.94596,-3.52567
21.49,-0.465935,-0.465935,4.48877,4.48877,-2.84458,-3.50351
21.5,-0.518061,-0.518061,4.38747,4.38747,-2.73608,-3.46873
21.51,-0.566195,-0.566195,4.2725,4.2725,-2.62075,-3.42147
21.52,-0.610254,-0.610254,4.14419,4.14419,-2.49887,-3.3619
21.53,-0.650174,-0.650174,4.00291,4.00291,-2.37074,-3.29023
21.54,-0.685911,-0.685911,3.84907,3.84907,-2.23669,-3.20671
21.55,-0.71744,-0.71744,3.68311,3.68311,-2.09705,-3.11166
21.56,-0.744758,-0.744758,3.50553,3.50553,-1.95216,-3.00541
21.57,-0.767877,-0.767877,3.31685,3.31685,-1.8024,-2.88834
21.58,-0.786831,-0.786831,3.11764,3.11764,-1.64813,-2.76088
21.59,-0.801673,-0.801673,2.90848,2.90848,-1.48974,-2.62348
21.6,-0.812471,-0.812471,2.69002,2.69002,-1.32763,-2.47663
21.61,-0.819313,-0.819313,2.46291,2.46291,-1.1622,-2.32088
21.62,-0.822303,-0.822303,2.22783,2.22783,-0.99386,-2.15677
21.63,-0.821561,-0.821561,1.98552,1.98552,-0.82304,-1.9849
21.64,-0.817222,-0.817222,1.73669,1.73669,-0.650163,-1.80589
21.65,-0.809437,-0.809437,1.48212,1.48212,-0.475661,-1.62038
21.66,-0.798369,-0.798369,1.22259,1.22259,-0.29997,-1.42903
21.67,-0.784194,-0.784194,0.958891,0.958891,-0.12353,-1.23255
21.68,-0.767101,-0.767101,0.691837,0.691837,0.05322,-1.03162
21.69,-0.747289,-0.747289,0.422251,0.422251,0.229836,-0.826989
21.7,-0.724966,-0.724966,0.150967,0.150967,0.405879,-0.619378
21.71,-0.700349,-0.700349,-0.121176,-0.121176,0.580906,-0.409537
21.72,-0.673663,-0.673663,-0.393335,-0.393335,0.754482,-0.198222
21.73,-0.64514,-0.64514,-0.664664,-0.664664,0.926171,0.0138058
21.74,-0.615015,-0.615015,-0.934322,-0.934322,1.09555,0.225784
21.75,-0.583528,-0.583528,-1.20147,-1.20147,1.26218,0.43695
21.76,-0.550922,-0.550922,-1.46527,-1.46527,1.42566,0.646543
21.77,-0.517442,-0.517442,-1.72491,-1.72491,1.58558,0.853809
21.78,-0.483332,-0.483332,-1.97957,-1.97957,1.74154,1.058
21.79,-0.448837,-0.448837,-2.22847,-2.22847,1.89314,1.25839
21.8,-0.414198,-0.414198,-2.47081,-2.47081,2.04001,1.45425
21.81,-0.379655,-0.379655,-2.70585,-2.70585,2.18178,1.64487
21.82,-0.345441,-0.345441,-2.93285,-2.93285,2.3181,1.82957
21.83,-0.311786,-0.311786,-3.15109,-3.15109,2.44862,2.00769
21.84,-0.278913,-0.278913,-3.3599,-3.3599,2.57303,2.17859
21.85,-0.247036,-0.247036,-3.55861,-3.55861,2.691,2.34164
21.86,-0.216363,-0.216363,-3.74661,-3.74661,2.80225,2.49626
21.87,-0.187089,-0.187089,-3.92331,-3.92331,2.90649,2.64191
21.88,-0.159401,-0.159401,-4.08814,-4.08814,3.00347,2.77804
21.89,-0.133475,-0.133475,-4.2406,-4.2406,3.09294,2.90418
21.9,-0.109473,-0.109473,-4.3802,-4.3802,3.17468,3.01986
21.91,-0.0875447,-0.0875447,-4.5065,-4.5065,3.24848,3.12468
21.92,-0.067827,-0.067827,-4.61911,-4.61911,3.31417,3.21825
21.93,-0.0504417,-0.0504417,-4.71768,-4.71768,3.37157,3.30023
21.94,-0.035496,-0.035496,-4.80188,-4.80188,3.42054,3.37034
21.95,-0.0230817,-0.0230817,-4.87147,-4.87147,3.46097,3.42833
21.96,-0.013275,-0.013275,-4.92621,-4.92621,3.49274,3.47397
21.97,-0.00613588,-0.00613588,-4.96594,-4.96594,3.51579,3.50711
21.98,-0.00170792,-0.00170792,-4.99053,-4.99053,3.53004,3.52763
21.99,-1.81392e-05,-1.81392e-05,-4.9999,-4.9999,3.53548,3.53545
22,-0.00107685,-0.00107685,-4.99403,-4.99403,3.53207,3.53055
22.01,-0.0048776,-0.0048776,-4.97293,-4.97293,3.51984,3.51294
22.02,-0.0113972,-0.0113972,-4.93667,-4.93667,3.49881,3.48269
22.03,-0.0205958,-0.0205958,-4.88536,-4.88536,3.46904,3.43991
22.04,-0.0324172,-0.0324172,-4.81917,-4.81917,3.43059,3.38474
22.05,-0.046789,-0.046789,-4.7383,-4.7383,3.38357,3.3174
22.06,-0.0636228,-0.0636228,-4.64301,-4.64301,3.32809,3.23812
22.07,-0.082815,-0.082815,-4.5336,-4.5336,3.2643,3.14718
22.08,-0.104247,-0.104247,-4.4104,-4.4104,3.19234,3.04491
22.09,-0.127785,-0.127785,-4.27382,-4.27382,3.11241,2.93169
22.1,-0.153284,-0.153284,-4.12428,-4.12428,3.02469,2.80792
22.11,-0.180582,-0.180582,-3.96224,-3.96224,2.92942,2.67404
22.12,-0.209507,-0.209507,-3.78822,-3.78822,2.82682,2.53053
22.13,-0.239877,-0.239877,-3.60277,-3.60277,2.71716,2.37792
22.14,-0.271495,-0.271495,-3.40646,-3.40646,2.60071,2.21676
22.15,-0.304158,-0.304158,-3.19992,-3.19992,2.47775,2.04761
22.16,-0.337653,-0.337653,-2.98378,-2.98378,2.34861,1.8711
22.17,-0.371758,-0.371758,-2.75873,-2.75873,2.21359,1.68785
22.18,-0.406246,-0.406246,-2.52548,-2.52548,2.07304,1.49852
22.19,-0.440884,-0.440884,-2.28475,-2.28475,1.92731,1.30381
22.2,-0.475434,-0.475434,-2.03729,-2.03729,1.77676,1.1044
22.21,-0.509653,-0.509653,-1.78388,-1.78388,1.62177,0.901014
22.22,-0.5433,-0.5433,-1.52531,-1.52531,1.46273,0.694388
22.23,-0.576128,-0.576128,-1.26239,-1.26239,1.30003,0.485263
22.24,-0.607893,-0.607893,-0.995942,-0.995942,1.13408,0.274392
22.25,-0.638353,-0.638353,-0.726787,-0.726787,0.9653,0.0625325
22.26,-0.667265,-0.667265,-0.455767,-0.455767,0.794104,-0.149552
22.27,-0.694394,-0.694394,-0.183725,-0.183725,0.620923,-0.361098
22.28,-0.719506,-0.719506,0.0884967,0.0884967,0.446191,-0.571344
22.29,-0.742375,-0.742375,0.360053,0.360053,0.270343,-0.779534
22.3,-0.762783,-0.762783,0.630102,0.630102,0.0938192,-0.984919
22.31,-0.780519,-0.780519,0.897812,0.897812,-0.0829388,-1.18676
22.32,-0.795381,-0.795381,1.16235,1.16235,-0.25949,-1.38433
22.33,-0.807178,-0.807178,1.42292,1.42292,-0.435392,-1.57691
22.34,-0.815733,-0.815733,1.67869,1.67869,-0.610206,-1.76383
22.35,-0.820877,-0.820877,1.92891,1.92891,-0.783494,-1.94439
22.36,-0.822458,-0.822458,2.17278,2.17278,-0.954825,-2.11796
22.37,-0.820337,-0.820337,2.40959,2.40959,-1.12377,-2.2839
22.38,-0.814389,-0.814389,2.63859,2.63859,-1.2899,-2.44162
22.39,-0.804508,-0.804508,2.8591,2.8591,-1.45281,-2.59056
22.4,-0.790602,-0.790602,3.07045,3.07045,-1.61209,-2.73017
22.41,-0.772598,-0.772598,3.272,3.272,-1.76734,-2.85996
22.42,-0.750439,-0.750439,3.46315,3.46315,-1.91818,-2.97946
22.43,-0.724088,-0.724088,3.64333,3.64333,-2.06422,-3.08823
22.44,-0.693526,-0.693526,3.812,3.812,-2.20509,-3.18589
22.45,-0.658754,-0.658754,3.96867,3.96867,-2.34046,-3.27208
22.46,-0.619792,-0.619792,4.11287,4.11287,-2.46998,-3.3465
22.47,-0.576679,-0.576679,4.24419,4.24419,-2.59332,-3.40887
22.48,-0.529475,-0.529475,4.36225,4.36225,-2.71018,-3.45897
22.49,-0.478258,-0.478258,4.46672,4.46672,-2.82027,-3.49663
22.5,-0.423127,-0.423127,4.55731,4.55731,-2.92331,-3.5217
22.51,-0.3642,-0.3642,4.63377,4.63377,-3.01904,-3.5341
22.52,-0.301616,-0.301616,4.6959,4.6959,-3.10723,-3.53378
22.53,-0.235531,-0.235531,4.74355,4.74355,-3.18765,-3.52074
22.54,-0.16612,-0.16612,4.7766,4.7766,-3.2601,-3.49503
22.55,-0.0935769,-0.0935769,4.79499,4.79499,-3.3244,-3.45674
22.56,-0.0181124,-0.0181124,4.79871,4.79871,-3.3804,-3.40601
22.57,0.0600454,0.0600454,4.7878,4.7878,-3.42794,-3.34302
22.58,0.140652,0.140652,4.76231,4.76231,-3.46692,-3.26801
22.59,0.223448,0.223448,4.72238,4.72238,-3.49723,-3.18123
22.6,0.308158,0.308158,4.66818,4.66818,-3.5188,-3.083
22.61,0.394495,0.394495,4.5999,4.5999,-3.53157,-2.97367
22.62,0.482157,0.482157,4.51782,4.51782,-3.53552,-2.85365
22.63,0.570833,0.570833,4.42223,4.42223,-3.53063,-2.72335
22.64,0.6602,0.6602,4.31347,4.31347,-3.51692,-2.58325
22.65,0.749924,0.749924,4.19192,4.19192,-3.49441,-2.43386
22.66,0.839666,0.839666,4.058,4.058,-3.46317,-2.27571
22.67,0.929079,0.929079,3.91217,3.91217,-3.42328,-2.10936
22.68,1.01781,1.01781,3.75492,3.75492,-3.37483,-1.93543
22.69,1.1055,1.1055,3.58678,3.58678,-3.31794,-1.75453
22.7,1.19179,1.19179,3.40831,3.40831,-3.25276,-1.56731
22.71,1.27632,1.27632,3.2201,3.2201,-3.17945,-1.37446
22.72,1.35873,1.35873,3.02278,3.02278,-3.0982,-1.17666
22.73,1.43866,1.43866,2.81698,2.81698,-3.00919,-0.97462
22.74,1.51575,1.51575,2.60339,2.60339,-2.91267,-0.769075
22.75,1.58965,1.58965,2.38269,2.38269,-2.80887,-0.560763
22.76,1.66001,1.66001,2.1556,2.1556,-2.69805,-0.350433
22.77,1.7265,1.7265,1.92285,1.92285,-2.58048,-0.138842
22.78,1.78878,1.78878,1.68519,1.68519,-2.45646,0.0732495
22.79,1.84653,1.84653,1.44337,1.44337,-2.32631,0.285077
22.8,1.89944,1.89944,1.19816,1.19816,-2.19034,0.495878
22.81,1.94722,1.94722,0.950348,0.950348,-2.04889,0.704895
22.82,1.98959,1.98959,0.700706,0.700706,-1.90232,0.911375
22.83,2.02627,2.02627,0.450021,0.450021,-1.751,1.11458
22.84,2.05702,2.05702,0.199078,0.199078,-1.5953,1.31376
22.85,2.08161,2.08161,-0.0513411,-0.0513411,-1.43562,1.50822
22.86,2.09982,2.09982,-0.30046,-0.30046,-1.27234,1.69726
22.87,2.11147,2.11147,-0.547508,-0.547508,-1.10589,1.88018
22.88,2.11638,2.11638,-0.791725,-0.791725,-0.936671,2.05634
22.89,2.1144,2.1144,-1.03237,-1.03237,-0.765111,2.2251
22.9,2.1054,2.1054,-1.2687,-1.2687,-0.591639,2.38585
22.91,2.08929,2.08929,-1.5,-1.5,-0.416688,2.53801
22.92,2.06598,2.06598,-1.72558,-1.72558,-0.240696,2.68104
22.93,2.03542,2.03542,-1.94477,-1.94477,-0.0641023,2.81442
22.94,1.99759,1.99759,-2.1569,-2.1569,0.112652,2.93767
22.95,1.95248,1.95248,-2.36136,-2.36136,0.289124,3.05035
22.96,1.90012,1.90012,-2.55755,-2.55755,0.464874,3.15205
22.97,1.84056,1.84056,-2.74489,-2.74489,0.639462,3.2424
22.98,1.77388,1.77388,-2.92286,-2.92286,0.812452,3.32109
22.99,1.70018,1.70018,-3.09093,-3.09093,0.983411,3.38783
23,1.6196,1.6196,-3.24865,-3.24865,1.15191,3.44237
23.01,1.53229,1.53229,-3.39557,-3.39557,1.31753,3.48452
23.02,1.43845,1.43845,-3.53129,-3.53129,1.47986,3.51414
23.03,1.33828,1.33828,-3.65545,-3.65545,1.63849,3.5311
23.04,1.23202,1.23202,-3.76774,-3.76774,1.79303,3.53536
23.05,1.11993,1.11993,-3.86785,-3.86785,1.94308,3.52689
23.06,1.0023,1.0023,-3.95556,-3.95556,2.08827,3.50574
23.07,0.879435,0.879435,-4.03066,-4.03066,2.22825,3.47196
23.08,0.751677,0.751677,-4.09298,-4.09298,2.36266,3.42569
23.09,0.619377,0.619377,-4.14241,-4.14241,2.49116,3.36709
23.1,0.482911,0.482911,-4.17886,-4.17886,2.61343,3.29637
23.11,0.342675,0.342675,-4.20231,-4.20231,2.72918,3.21379
23.12,0.199084,0.199084,-4.21276,-4.21276,2.8381,3.11965
23.13,0.0525703,0.0525703,-4.21025,-4.21025,2.93993,3.01427
23.14,-0.0964181,-0.0964181,-4.19488,-4.19488,3.0344,2.89805
23.15,-0.247419,-0.247419,-4.16677,-4.16677,3.1213,2.7714
23.16,-0.399955,-0.399955,-4.12608,-4.12608,3.20039,2.63477
23.17,-0.55354,-0.55354,-4.07304,-4.07304,3.27149,2.48866
23.18,-0.707677,-0.707677,-4.00788,-4.00788,3.3344,2.3336
23.19,-0.861859,-0.861859,-3.93089,-3.93089,3.38899,2.17013
23.2,-1.01557,-1.01557,-3.84239,-3.84239,3.4351,1.99886
23.21,-1.1683,-1.1683,-3.74273,-3.74273,3.47262,1.82039
23.22,-1.31953,-1.31953,-3.6323,-3.6323,3.50147,1.63537
23.23,-1.46873,-1.46873,-3.51151,-3.51151,3.52156,1.44447
23.24,-1.61538,-1.61538,-3.38083,-3.38083,3.53286,1.24837
23.25,-1.75896,-1.75896,-3.24073,-3.24073,3.53532,1.04777
23.26,-1.89896,-1.89896,-3.09172,-3.09172,3.52894,0.843404
23.27,-2.03487,-2.03487,-2.93432,-2.93432,3.51375,0.636002
23.28,-2.16619,-2.16619,-2.76909,-2.76909,3.48977,0.426311
23.29,-2.29243,-2.29243,-2.59661,-2.59661,3.45707,0.215086
23.3,-2.4131,-2.4131,-2.41747,-2.41747,3.41573,0.00308683
23.31,-2.52775,-2.52775,-2.23228,-2.23228,3.36585,-0.208923
23.32,-2.63591,-2.63591,-2.04168,-2.04168,3.30756,-0.420182
23.33,-2.73716,-2.73716,-1.84631,-1.84631,3.241,-0.629928
23.34,-2.83108,-2.83108,-1.6468,-1.6468,3.16634,-0.837407
23.35,-2.91727,-2.91727,-1.44384,-1.44384,3.08377,-1.04187
23.36,-2.99536,-2.99536,-1.23807,-1.23807,2.99348,-1.24259
23.37,-3.06499,-3.06499,-1.03018,-1.03018,2.89572,-1.43883
23.38,-3.12585,-3.12585,-0.820825,-0.820825,2.79072,-1.6299
23.39,-3.17762,-3.17762,-0.61069,-0.61069,2.67874,-1.8151
23.4,-3.22005,-3.22005,-0.400439,-0.400439,2.56007,-1.99376
23.41,-3.25287,-3.25287,-0.190737,-0.190737,2.435,-2.16526
23.42,-3.27588,-3.27588,0.017758,0.017758,2.30384,-2.32896
23.43,-3.28889,-3.28889,0.224398,0.224398,2.16693,-2.48427
23.44,-3.29175,-3.29175,0.428546,0.428546,2.02459,-2.63065
23.45,-3.28434,-3.28434,0.629578,0.629578,1.8772,-2.76756
23.46,-3.26657,-3.26657,0.826884,0.826884,1.72512,-2.89451
23.47,-3.23838,-3.23838,1.01987,1.01987,1.56872,-3.01104
23.48,-3.19976,-3.19976,1.20797,1.20797,1.4084,-3.11674
23.49,-3.15071,-3.15071,1.39063,1.39063,1.24457,-3.21121
23.5,-3.0913,-3.0913,1.56732,1.56732,1.07762,-3.29414
23.51,-3.02159,-3.02159,1.73752,1.73752,0.907976,-3.3652
23.52,-2.94172,-2.94172,1.90077,1.90077,0.736064,-3.42416
23.53,-2.85183,-2.85183,2.0566,2.0566,0.562313,-3.47079
23.54,-2.75212,-2.75212,2.2046,2.2046,0.387157,-3.50493
23.55,-2.6428,-2.6428,2.34436,2.34436,0.211033,-3.52646
23.56,-2.52414,-2.52414,2.47552,2.47552,0.0343808,-3.53529
23.57,-2.39642,-2.39642,2.59774,2.59774,-0.142357,-3.53141
23.58,-2.25996,-2.25996,2.71073,2.71073,-0.318739,-3.51481
23.59,-2.11512,-2.11512,2.8142,2.8142,-0.494324,-3.48556
23.6,-1.96229,-1.96229,2.90794,2.90794,-0.668673,-3.44377
23.61,-1.80187,-1.80187,2.99173,2.99173,-0.841352,-3.38959
23.62,-1.63432,-1.63432,3.0654,3.0654,-1.01193,-3.3232
23.63,-1.4601,-1.4601,3.12883,3.12883,-1.17997,-3.24486
23.64,-1.2797,-1.2797,3.18192,3.18192,-1.34507,-3.15484
23.65,-1.09365,-1.09365,3.2246,3.2246,-1.5068,-3.05346
23.66,-0.902498,-0.902498,3.25684,3.25684,-1.66477,-2.9411
23.67,-0.706802,-0.706802,3.27866,3.27866,-1.81858,-2.81815
23.68,-0.507148,-0.507148,3.2901,3.2901,-1.96784,-2.68506
23.69,-0.304139,-0.304139,3.29122,3.29122,-2.11219,-2.5423
23.7,-0.0983928,-0.0983928,3.28214,3.28214,-2.25125,-2.3904
23.71,0.109457,0.109457,3.263,3.263,-2.38469,-2.22989
23.72,0.318767,0.318767,3.23397,3.23397,-2.51216,-2.06136
23.73,0.528883,0.528883,3.19525,3.19525,-2.63336,-1.88541
23.74,0.739143,0.739143,3.14708,3.14708,-2.74798,-1.70267
23.75,0.948879,0.948879,3.08972,3.08972,-2.85572,-1.51381
23.76,1.15742,1.15742,3.02347,3.02347,-2.95633,-1.31949
23.77,1.36409,1.36409,2.94862,2.94862,-3.04955,-1.12043
23.78,1.56823,1.56823,2.86554,2.86554,-3.13515,-0.917339
23.79,1.76916,1.76916,2.77458,2.77458,-3.21291,-0.710944
23.8,1.96622,1.96622,2.67614,2.67614,-3.28264,-0.50199
23.81,2.15875,2.15875,2.57061,2.57061,-3.34417,-0.29123
23.82,2.34612,2.34612,2.45844,2.45844,-3.39733,-0.0794217
23.83,2.52768,2.52768,2.34006,2.34006,-3.44201,0.132672
23.84,2.70283,2.70283,2.21593,2.21593,-3.47808,0.344289
23.85,2.87094,2.87094,2.08653,2.08653,-3.50546,0.554667
23.86,3.03146,3.03146,1.95234,1.95234,-3.52408,0.763048
23.87,3.1838,3.1838,1.81387,1.81387,-3.53389,0.968684
23.88,3.32743,3.32743,1.67162,1.67162,-3.53486,1.17083
23.89,3.46183,3.46183,1.5261,1.5261,-3.527,1.36877
23.9,3.58652,3.58652,1.37783,1.37783,-3.51033,1.56178
23.91,3.70103,3.70103,1.22733,1.22733,-3.48488,1.74917
23.92,3.80493,3.80493,1.07513,1.07513,-3.45072,1.93026
23.93,3.89781,3.89781,0.921735,0.921735,-3.40794,2.10441
23.94,3.97932,3.97932,0.767673,0.767673,-3.35663,2.27098
23.95,4.04912,4.04912,0.613459,0.613459,-3.29694,2.42938
23.96,4.10691,4.10691,0.459599,0.459599,-3.22901,2.57904
23.97,4.15242,4.15242,0.306596,0.306596,-3.153,2.71941
23.98,4.18545,4.18545,0.154941,0.154941,-3.06912,2.85
23.99,4.2058,4.2058,0.00511435,0.00511435,-2.97756,2.97033
24,4.21332,4.21332,-0.142416,-0.142416,-2.87856,3.07997
24.01,4.20792,4.20792,-0.287196,-0.287196,-2.77237,3.17853
24.02,4.18953,4.18953,-0.428787,-0.428787,-2.65925,3.26565
24.03,4.15813,4.15813,-0.566768,-0.566768,-2.53948,3.34101
24.04,4.11374,4.11374,-0.700734,-0.700734,-2.41336,3.40435
24.05,4.05643,4.05643,-0.830303,-0.830303,-2.28121,3.45544
24.06,3.98628,3.98628,-0.95511,-0.95511,-2.14336,3.49409
24.07,3.90346,3.90346,-1.07481,-1.07481,-2.00015,3.52017
24.08,3.80814,3.80814,-1.18909,-1.18909,-1.85195,3.53358
24.09,3.70056,3.70056,-1.29765,-1.29765,-1.69911,3.53427
24.1,3.58098,3.58098,-1.40022,-1.40022,-1.54203,3.52224
24.11,3.44971,3.44971,-1.49656,-1.49656,-1.38109,3.49754
24.12,3.3071,3.3071,-1.58643,-1.58643,-1.2167,3.46025
24.13,3.15354,3.15354,-1.66964,-1.66964,-1.04927,3.4105
24.14,2.98944,2.98944,-1.74604,-1.74604,-0.879216,3.34848
24.15,2.81526,2.81526,-1.81546,-1.81546,-0.706966,3.27441
24.16,2.6315,2.6315,-1.8778,-1.8778,-0.532948,3.18856
24.17,2.43869,2.43869,-1.93297,-1.93297,-0.357598,3.09123
24.18,2.23738,2.23738,-1.98091,-1.98091,-0.181354,2.98278
24.19,2.02816,2.02816,-2.02157,-2.02157,-0.00465688,2.86359
24.2,1.81164,1.81164,-2.05495,-2.05495,0.172052,2.73409
24.21,1.58846,1.58846,-2.08108,-2.08108,0.348331,2.59476
24.22,1.3593,1.3593,-2.09998,-2.09998,0.523739,2.44609
24.23,1.12485,1.12485,-2.11174,-2.11174,0.697837,2.28861
24.24,0.885796,0.885796,-2.11643,-2.11643,0.870192,2.1229
24.25,0.642881,0.642881,-2.11419,-2.11419,1.04037,1.94954
24.26,0.396844,0.396844,-2.10515,-2.10515,1.20795,1.76917
24.27,0.14844,0.14844,-2.08946,-2.08946,1.37251,1.58244
24.28,-0.101565,-0.101565,-2.06733,-2.06733,1.53364,1.39001
24.29,-0.352397,-0.352397,-2.03895,-2.03895,1.69094,1.19257
24.3,-0.603275,-0.603275,-2.00454,-2.00454,1.84401,0.990846
24.31,-0.853416,-0.853416,-1.96436,-1.96436,1.99247,0.785555
24.32,-1.10203,-1.10203,-1.91865,-1.91865,2.13595,0.577436
24.33,-1.34835,-1.34835,-1.8677,-1.8677,2.27409,0.367238
24.34,-1.59158,-1.59158,-1.8118,-1.8118,2.40655,0.15572
24.35,-1.83095,-1.83095,-1.75124,-1.75124,2.53299,-0.0563597
24.36,-2.0657,-2.0657,-1.68635,-1.68635,2.6531,-0.268236
24.37,-2.29508,-2.29508,-1.61746,-1.61746,2.76658,-0.479147
24.38,-2.51835,-2.51835,-1.5449,-1.5449,2.87315,-0.688334
24.39,-2.73479,-2.73479,-1.46901,-1.46901,2.97253,-0.895043
24.4,-2.9437,-2.9437,-1.39014,-1.39014,3.06448,-1.09853
24.41,-3.14439,-3.14439,-1.30865,-1.30865,3.14878,-1.29807
24.42,-3.33622,-3.33622,-1.2249,-1.2249,3.2252,-1.49293
24.43,-3.51855,-3.51855,-1.13925,-1.13925,3.29357,-1.68242
24.44,-3.69078,-3.69078,-1.05206,-1.05206,3.3537,-1.86585
24.45,-3.85233,-3.85233,-0.963694,-0.963694,3.40544,-2.04257
24.46,-4.00267,-4.00267,-0.874505,-0.874505,3.44868,-2.21194
24.47,-4.14128,-4.14128,-0.784849,-0.784849,3.4833,-2.37335
24.48,-4.26769,-4.26769,-0.695077,-0.695077,3.50921,-2.52622
24.49,-4.38147,-4.38147,-0.605531,-0.605531,3.52634,-2.66999
24.5,-4.48223,-4.48223,-0.516548,-0.516548,3.53467,-2.80416
24.51,-4.5696,-4.5696,-0.428453,-0.428453,3.53416,-2.92823
24.52,-4.64328,-4.64328,-0.341564,-0.341564,3.52482,-3.04177
24.53,-4.70298,-4.70298,-0.256186,-0.256186,3.50666,-3.14436
24.54,-4.74849,-4.74849,-0.172612,-0.172612,3.47974,-3.23563
24.55,-4.77961,-4.77961,-0.0911227,-0.0911227,3.44413,-3.31526
24.56,-4.7962,-4.7962,-0.0119825,-0.0119825,3.3999,-3.38296
24.57,-4.79818,-4.79818,0.0645577,0.0645577,3.34718,-3.43848
24.58,-4.7855,-4.7855,0.138263,0.138263,3.28609,-3.48162
24.59,-4.75814,-4.75814,0.208917,0.208917,3.21679,-3.51224
24.6,-4.71616,-4.71616,0.276317,0.276317,3.13944,-3.53022
24.61,-4.65965,-4.65965,0.340283,0.340283,3.05425,-3.53549
24.62,-4.58874,-4.58874,0.400649,0.400649,2.96143,-3.52803
24.63,-4.50363,-4.50363,0.457272,0.457272,2.8612,-3.50788
24.64,-4.40452,-4.40452,0.510024,0.510024,2.75383,-3.47511
24.65,-4.29171,-4.29171,0.5588,0.5588,2.63957,-3.42983
24.66,-4.1655,-4.1655,0.603512,0.603512,2.51871,-3.3722
24.67,-4.02626,-4.02626,0.644095,0.644095,2.39155,-3.30244
24.68,-3.87439,-3.87439,0.6805,0.6805,2.25842,-3.2208
24.69,-3.71034,-3.71034,0.712701,0.712701,2.11965,-3.12756
24.7,-3.53457,-3.53457,0.740689,0.740689,1.97557,-3.02307
24.71,-3.34762,-3.34762,0.764475,0.764475,1.82656,-2.90769
24.72,-3.15005,-3.15005,0.78409,0.78409,1.67298,-2.78185
24.73,-2.94243,-2.94243,0.799582,0.799582,1.51522,-2.646
24.74,-2.72541,-2.72541,0.811019,0.811019,1.35368,-2.50063
24.75,-2.49963,-2.49963,0.818484,0.818484,1.18875,-2.34626
24.76,-2.26578,-2.26578,0.82208,0.82208,1.02085,-2.18344
24.77,-2.02456,-2.02456,0.821924,0.821924,0.850395,-2.01277
24.78,-1.77673,-1.77673,0.818148,0.818148,0.677817,-1.83485
24.79,-1.52302,-1.52302,0.810901,0.810901,0.503544,-1.65033
24.8,-1.26423,-1.26423,0.800344,0.800344,0.328013,-1.45987
24.81,-1.00114,-1.00114,0.786652,0.786652,0.151663,-1.26416
24.82,-0.73456,-0.73456,0.770011,0.770011,-0.0250674,-1.06389
24.83,-0.465322,-0.465322,0.750618,0.750618,-0.201735,-0.859799
24.84,-0.194252,-0.194252,0.72868,0.72868,-0.377898,-0.652612
24.85,0.0778105,0.0778105,0.704414,0.704414,-0.553116,-0.443075
24.86,0.350023,0.350023,0.678043,0.678043,-0.726952,-0.231945
24.87,0.621541,0.621541,0.649796,0.649796,-0.898971,-0.0199794
24.88,0.891521,0.891521,0.61991,0.61991,-1.06874,0.192058
24.89,1.15912,1.15912,0.588624,0.588624,-1.23584,0.403404
24.9,1.42351,1.42351,0.55618,0.55618,-1.39986,0.613298
24.91,1.68387,1.68387,0.522823,0.522823,-1.56037,0.820986
24.92,1.93938,1.93938,0.488797,0.488797,-1.71698,1.02572
24.93,2.18925,2.18925,0.454347,0.454347,-1.8693,1.22676
24.94,2.43269,2.43269,0.419715,0.419715,-2.01695,1.42338
24.95,2.66894,2.66894,0.38514,0.38514,-2.15956,1.61489
24.96,2.89726,2.89726,0.350859,0.350859,-2.29677,1.80058
24.97,3.11695,3.11695,0.3171,0.3171,-2.42824,1.97979
24.98,3.3273,3.3273,0.284087,0.284087,-2.55364,2.15188
24.99,3.52767,3.52767,0.252038,0.252038,-2.67265,2.31622
25,3.71741,3.71741,0.221159,0.221159,-2.78499,2.47222
25.01,3.89595,3.89595,0.19165,0.19165,-2.89037,2.61933
25.02,4.06271,4.06271,0.163697,0.163697,-2.98852,2.75702
25.03,4.21717,4.21717,0.137479,0.137479,-3.0792,2.88477
25.04,4.35884,4.35884,0.11316,0.11316,-3.16219,3.00215
25.05,4.48729,4.48729,0.0908925,0.0908925,-3.23727,3.10873
25.06,4.60211,4.60211,0.0708142,0.0708142,-3.30426,3.20411
25.07,4.70293,4.70293,0.0530498,0.0530498,-3.36299,3.28796
25.08,4.78944,4.78944,0.037709,0.037709,-3.41331,3.35998
25.09,4.86137,4.86137,0.0248861,0.0248861,-3.45511,3.41991
25.1,4.91849,4.91849,0.0146596,0.0146596,-3.48826,3.46753
25.11,4.96062,4.96062,0.00709232,0.00709232,-3.5127,3.50267
25.12,4.98763,4.98763,0.00223032,0.00223032,-3.52836,3.52521
25.13,4.99943,4.99943,0.000103318,0.000103318,-3.5352,3.53506
25.14,4.99598,4.99598,0.00072429,0.00072429,-3.53321,3.53218
25.15,4.97731,4.97731,0.00408945,0.00408945,-3.52238,3.51659
25.16,4.94345,4.94345,0.0101783,0.0101783,-3.50275,3.48835
25.17,4.89453,4.89453,0.0189536,0.0189536,-3.47436,3.44756
25.18,4.8307,4.8307,0.0303617,0.0303617,-3.43729,3.39435
25.19,4.75215,4.75215,0.0443328,0.0443328,-3.39163,3.32893
25.2,4.65914,4.65914,0.060781,0.060781,-3.33749,3.25153
