time,theta1,omega1,theta2,omega2,lensX,lensY
7.821,4.24523,4.24523,0.0462574,0.0462574,-3.03454,2.96912
7.854,3.76573,3.76573,0.0578531,0.0578531,-2.70368,2.62187
7.887,3.18833,3.18833,0.0680343,0.0680343,-2.3026,2.20638
7.92,2.52804,2.52804,0.0765224,0.0765224,-1.8417,1.73348
7.953,1.80202,1.80202,0.0830811,0.0830811,-1.33297,1.21548
7.986,1.02916,1.02916,0.0875227,0.0875227,-0.789614,0.665838
8.019,0.229542,0.229542,0.0897133,0.0897133,-0.225748,0.0988738
8.052,-0.576042,-0.576042,0.0895769,0.0895769,0.343983,-0.470663
8.085,-1.36665,-1.36665,0.0870979,0.0870979,0.904778,-1.02795
8.118,-2.12172,-2.12172,0.0823221,0.0823221,1.44207,-1.55849
8.151,-2.82163,-2.82163,0.0753556,0.0753556,1.94191,-2.04848
8.184,-3.44818,-3.44818,0.0663629,0.0663629,2.3913,-2.48516
8.217,-3.98508,-3.98508,0.055563,0.055563,2.77859,-2.85716
8.25,-4.41837,-4.41837,0.0432239,0.0432239,3.0937,-3.15482
8.283,-4.73679,-4.73679,0.029656,0.029656,3.32845,-3.37039
8.316,-4.93206,-4.93206,0.0152045,0.0152045,3.47674,-3.49825
8.349,-4.99911,-4.99911,0.000240572,0.000240572,3.53473,-3.53507
8.382,-4.93618,-4.93618,-0.0148484,-0.0148484,3.50091,-3.47991
8.415,-4.74493,-4.74493,-0.0296686,-0.0296686,3.37615,-3.33419
8.448,-4.43031,-4.43031,-0.0438302,-0.0438302,3.1637,-3.10171
8.481,-4.00051,-4.00051,-0.0569576,-0.0569576,2.86907,-2.78851
8.514,-3.46671,-3.46671,-0.0686992,-0.0686992,2.49991,-2.40276
8.547,-2.84278,-2.84278,-0.0787371,-0.0787371,2.06582,-1.95447
8.58,-2.14494,-2.14494,-0.0867955,-0.0867955,1.57808,-1.45533
8.613,-1.39134,-1.39134,-0.0926483,-0.0926483,1.04934,-0.918316
8.646,-0.601572,-0.601572,-0.0961255,-0.0961255,0.493347,-0.357405
8.679,0.203836,0.203836,-0.0971178,-0.0971178,-0.0754611,0.212806
8.712,1.00394,1.00394,-0.0955804,-0.0955804,-0.642309,0.77748
8.745,1.77795,1.77795,-0.0915342,-0.0915342,-1.19247,1.32192
8.778,2.50572,2.50572,-0.085066,-0.085066,-1.71166,1.83196
8.811,3.16835,3.16835,-0.0763267,-0.0763267,-2.18639,2.29433
8.844,3.74861,3.74861,-0.0655277,-0.0655277,-2.60433,2.697
8.877,4.23141,4.23141,-0.052936,-0.052936,-2.95462,3.02949
8.91,4.60419,4.60419,-0.0388676,-0.0388676,-3.22817,3.28314
8.943,4.85727,4.85727,-0.0236792,-0.0236792,-3.41787,3.45135
8.976,4.98407,4.98407,-0.00775982,-0.00775982,-3.51878,3.52976
9.009,4.98129,4.98129,0.00847973,0.00847973,-3.5283,3.51631
9.042,4.84901,4.84901,0.0246172,0.0246172,-3.44618,3.41136
9.075,4.59066,4.59066,0.0402298,0.0402298,-3.27453,3.21764
9.108,4.21296,4.21296,0.0549057,0.0549057,-3.01784,2.94019
9.141,3.72573,3.72573,0.0682541,0.0682541,-2.68275,2.58623
9.174,3.14164,3.14164,0.0799166,0.0799166,-2.27799,2.16497
9.207,2.47588,2.47588,0.089576,0.089576,-1.81405,1.68737
9.24,1.74574,1.74574,0.0969654,0.0969654,-1.30299,1.16586
9.273,0.970226,0.970226,0.101875,0.101875,-0.75809,0.614017
9.306,0.169487,0.169487,0.10416,0.10416,-0.193497,0.0461931
9.339,-0.635657,-0.635657,0.10374,0.10374,0.376122,-0.522832
9.372,-1.42427,-1.42427,0.100608,0.100608,0.935971,-1.07825
9.405,-2.17585,-2.17585,0.0948271,0.0948271,1.47151,-1.60561
9.438,-2.87087,-2.87087,0.0865288,0.0865288,1.96882,-2.09119
9.471,-3.49124,-3.49124,0.0759126,0.0759126,2.415,-2.52236
9.504,-4.02084,-4.02084,0.0632399,0.0632399,2.79845,-2.88788
9.537,-4.44591,-4.44591,0.0488275,0.0488275,3.10921,-3.17826
9.57,-4.75539,-4.75539,0.03304,0.03304,3.3392,-3.38593
9.603,-4.94123,-4.94123,0.0162806,0.0162806,3.48247,-3.50549
9.636,-4.99861,-4.99861,-0.00101955,-0.00101955,3.53527,-3.53383
9.669,-4.92604,-4.92604,-0.0184119,-0.0184119,3.49625,-3.47021
9.702,-4.72539,-4.72539,-0.0354427,-0.0354427,3.36642,-3.31629
9.735,-4.40189,-4.40189,-0.0516643,-0.0516643,3.14914,-3.07608
9.768,-3.96396,-3.96396,-0.0666472,-0.0666472,2.85007,-2.75581
9.801,-3.42296,-3.42296,-0.0799917,-0.0799917,2.47696,-2.36384
9.834,-2.79298,-2.79298,-0.0913377,-0.0913377,2.03952,-1.91035
9.867,-2.09038,-2.09038,-0.100376,-0.100376,1.5491,-1.40715
9.9,-1.33345,-1.33345,-0.106853,-0.106853,1.01845,-0.867332
9.933,-0.541842,-0.541842,-0.110585,-0.110585,0.461335,-0.304945
9.966,0.263846,0.263846,-0.111454,-0.111454,-0.107757,0.265378
9.999,1.06267,1.06267,-0.10942,-0.10942,-0.674051,0.828794
10.032,1.83387,1.83387,-0.104515,-0.104515,-1.22284,1.37064
10.065,2.55738,2.55738,-0.0968499,-0.0968499,-1.73986,1.87683
10.098,3.21441,3.21441,-0.0866059,-0.0866059,-2.21169,2.33417
10.131,3.78786,3.78786,-0.0740338,-0.0740338,-2.62607,2.73077
10.164,4.26283,4.26283,-0.059447,-0.059447,-2.97224,3.05631
10.197,4.62698,4.62698,-0.0432134,-0.0432134,-3.24121,3.30232
10.23,4.87083,4.87083,-0.0257463,-0.0257463,-3.42599,3.4624
10.263,4.98804,4.98804,-0.00749416,-0.00749416,-3.52178,3.53238
10.296,4.97557,4.97557,0.0110713,0.0110713,-3.52609,3.51043
10.329,4.83375,4.83375,0.0294672,0.0294672,-3.43881,3.39714
10.362,4.56626,4.56626,0.0472119,0.0472119,-3.26221,3.19545
10.395,4.18005,4.18005,0.0638375,0.0638375,-3.00088,2.9106
10.428,3.68517,3.68517,0.0789029,0.0789029,-2.6616,2.55001
10.461,3.09448,3.09448,0.0920044,0.0920044,-2.25318,2.12307
10.494,2.42334,2.42334,0.102788,0.102788,-1.78624,1.64088
10.527,1.6892,1.6892,0.110956,0.110956,-1.2729,1.11599
10.56,0.911151,0.911151,0.11628,0.11628,-0.726503,0.562059
10.593,0.109413,0.109413,0.118602,0.118602,-0.161231,-0.00649787
10.626,-0.695167,-0.695167,0.117844,0.117844,0.40823,-0.574885
10.659,-1.48167,-1.48167,0.114005,0.114005,0.967086,-1.12831
10.692,-2.22965,-2.22965,0.107167,0.107167,1.50082,-1.65238
10.725,-2.91966,-2.91966,0.0974898,0.0974898,1.99558,-2.13345
10.758,-3.53376,-3.53376,0.0852087,0.0852087,2.4385,-2.559
10.791,-4.05599,-4.05599,0.0706284,0.0706284,2.81808,-2.91796
10.824,-4.47276,-4.47276,0.0541156,0.0541156,3.12446,-3.20099
10.857,-4.77325,-4.77325,0.0360895,0.0360895,3.34968,-3.40072
10.89,-4.94964,-4.94964,0.0170117,0.0170117,3.4879,-3.51196
10.923,-4.99735,-4.99735,-0.00262596,-0.00262596,3.53552,-3.5318
10.956,-4.91514,-4.91514,-0.0223141,-0.0223141,3.4913,-3.45975
10.989,-4.70513,-4.70513,-0.0415388,-0.0415388,3.3564,-3.29766
11.022,-4.37281,-4.37281,-0.0597955,-0.0597955,3.13432,-3.04976
11.055,-3.9268,-3.9268,-0.0766014,-0.0766014,2.83083,-2.7225
11.088,-3.3787,-3.3787,-0.0915091,-0.0915091,2.45381,-2.32439
11.121,-2.74276,-2.74276,-0.104118,-0.104118,2.01304,-1.8658
11.154,-2.03551,-2.03551,-0.114085,-0.114085,1.52,-1.35866
11.187,-1.27535,-1.27535,-0.121135,-0.121135,0.987465,-0.816155
11.22,-0.482036,-0.482036,-0.125065,-0.125065,0.429286,-0.252417
11.253,0.323809,0.323809,-0.125756,-0.125756,-0.140045,0.31789
11.286,1.12123,1.12123,-0.123169,-0.123169,-0.705737,0.879924
11.319,1.8895,1.8895,-0.117353,-0.117353,-1.2531,1.41906
11.352,2.60865,2.60865,-0.108442,-0.108442,-1.76791,1.92127
11.385,3.25997,3.25997,-0.096649,-0.096649,-2.2368,2.37348
11.418,3.82653,3.82653,-0.0822661,-0.0822661,-2.64759,2.76394
11.451,4.29361,4.29361,-0.0656534,-0.0656534,-2.98961,3.08246
11.484,4.64906,4.64906,-0.0472319,-0.0472319,-3.25398,3.32078
11.517,4.88364,4.88364,-0.0274719,-0.0274719,-3.43383,3.47268
11.55,4.99125,4.99125,-0.00688165,-0.00688165,-3.52448,3.53421
11.583,4.96909,4.96909,0.0140061,0.0140061,-3.52358,3.50378
11.616,4.81775,4.81775,0.0346478,0.0346478,-3.43117,3.38217
11.649,4.54116,4.54116,0.0545031,0.0545031,-3.24962,3.17254
11.682,4.1465,4.1465,0.0730494,0.0730494,-2.98367,2.88037
11.715,3.64404,3.64404,0.089795,0.089795,-2.64022,2.51323
11.748,3.04685,3.04685,0.104293,0.104293,-2.22819,2.0807
11.781,2.37044,2.37044,0.116151,0.116151,-1.75829,1.59403
11.814,1.63241,1.63241,0.125046,0.125046,-1.24271,1.06587
11.847,0.851944,0.851944,0.130729,0.130729,-0.694855,0.509976
11.88,0.0493302,0.0493302,0.133034,0.133034,-0.128951,-0.0591874
